DATEEND,TIMESTART,TIMEEND,ADDRESS,CODE_DEFINED,Attempt,Arrest,LarcenyCode,FID
2020/10/26 04:00:00+00,934,934,300 SAND ST     ,LARCENY, ,,All Other,890
2020/09/29 04:00:00+00,1,3,100 SMITH LN     ,LARCENY, ,,All Other,891
2020/08/23 04:00:00+00,630,630,200 OSTROM AV     ,ROBBERY, ,,All Other,892
2020/08/02 04:00:00+00,200,2037,500 SECOND NORTH ST     ,LARCENY, ,,All Other,893
2020/08/28 04:00:00+00,1349,1349,400 VAN BUREN ST     ,LARCENY, ,,All Other,894
2020/10/27 04:00:00+00,613,613,200 MARIPOSA ST     ,LARCENY, ,,All Other,895
2020/09/29 04:00:00+00,145,145,2100 E  FAYETTE ST     ,BURGLARY, ,,All Other,896
2020/08/23 04:00:00+00,1100,1100,1000 COL EILEEN COLLINS BLVD   ,LARCENY, ,,All Other,897
2020/08/02 04:00:00+00,2200,2050,0 NURSERY LN     ,LARCENY, ,,All Other,898
2020/08/29 04:00:00+00,1900,1400,6600 S  SALINA ST     ,LARCENY, ,,All Other,899
2020/10/27 04:00:00+00,2020,2020,200 HAYDEN AV     ,LARCENY, ,,All Other,900
2020/09/29 04:00:00+00,1600,1600,1600 CALEB AV     ,LARCENY, ,,All Other,901
2020/08/23 04:00:00+00,2210,2210,1000 HIGHLAND ST     ,LARCENY, ,,All Other,902
2020/08/03 04:00:00+00,1230,140,1100 E  COLVIN ST     ,BURGLARY, ,,All Other,903
2020/08/29 04:00:00+00,1339,1349,500 DANFORTH ST     ,LARCENY, ,,All Other,904
2020/10/27 04:00:00+00,1130,1130,1500 SUNNYCREST RD     ,LARCENY, ,,All Other,905
2020/09/29 04:00:00+00,1431,1431,800 E  GENESEE ST     ,LARCENY, ,,All Other,906
2020/08/23 04:00:00+00,1100,1350,1100 MADISON ST     ,BURGLARY, ,,All Other,907
2020/08/03 04:00:00+00,1140,1140,2100 E  FAYETTE ST     ,ROBBERY, ,,All Other,908
2020/08/30 04:00:00+00,210,210,300 COMSTOCK AV     ,BURGLARY, ,,All Other,909
2020/10/27 04:00:00+00,1500,1500,600 W  BRIGHTON AV     ,LARCENY, ,,All Other,910
2020/09/29 04:00:00+00,810,1437,1100 ERIE BLVD E ,LARCENY, ,,All Other,911
2020/08/23 04:00:00+00,1300,1500,100 LEA LN     ,LARCENY, ,,All Other,912
2020/08/04 04:00:00+00,1400,1400,800 TEALL AV     ,LARCENY, ,,All Other,913
2020/08/30 04:00:00+00,1200,200,100 WOODBINE AV     ,LARCENY, ,,All Other,914
2020/10/28 04:00:00+00,20,20,1800 W  FAYETTE ST     ,LARCENY, ,,All Other,915
2020/10/28 04:00:00+00,30,100,1200 LEMOYNE AV     ,LARCENY,A,,All Other,916
2020/10/29 04:00:00+00,252,252,200 S  COLLINGWOOD AV     ,LARCENY, ,Yes,All Other,917
2020/10/29 04:00:00+00,1130,1130,4200 S  SALINA ST     ,BURGLARY, ,,All Other,918
2020/10/29 04:00:00+00,1315,1315,1 DESTINY USA DR,ROBBERY, ,Yes,All Other,919
2020/10/29 04:00:00+00,1643,1826,700 IRVING AV     ,LARCENY, ,,All Other,920
2020/10/30 04:00:00+00,1300,2100,300 FOBES AV     ,LARCENY, ,,All Other,921
2020/10/30 04:00:00+00,300,400,100 SEWARD ST     ,LARCENY, ,,All Other,922
2020/10/30 04:00:00+00,1500,1500,200 VILLAGE DR     ,LARCENY, ,,All Other,923
2020/10/30 04:00:00+00,1830,2000,1 DESTINY USA DR,LARCENY, ,,All Other,924
2020/10/31 04:00:00+00,700,728,100 CROLY ST     ,ROBBERY, ,Yes,All Other,925
2020/10/31 04:00:00+00,1410,1421,2000 E  FAYETTE ST     ,AGGRAVATED ASSAULT, ,Yes,All Other,926
2020/10/31 04:00:00+00,1709,1709,1 DESTINY USA DR,LARCENY, ,,All Other,927
2020/10/31 04:00:00+00,0,900,400 WOODRUFF AV     ,LARCENY, ,,All Other,928
2020/11/01 04:00:00+00,1000,415,600 SECOND NORTH ST     ,LARCENY, ,,All Other,929
2020/11/01 04:00:00+00,154,154,1000 CANAL ST     ,LARCENY, ,,All Other,930
2020/11/02 05:00:00+00,850,714,100 S  MIDLER AV     ,LARCENY, ,,All Other,931
2020/11/02 05:00:00+00,0,0,600 KENSINGTON RD     ,LARCENY, ,,All Other,932
2020/11/02 05:00:00+00,2230,2230,400 OAKWOOD AV     ,LARCENY, ,,All Other,933
2020/11/03 05:00:00+00,1420,1420,1300 S  STATE ST     ,ROBBERY, ,Yes,All Other,934
2020/11/03 05:00:00+00,2300,2300,100 ST LOUIS AV     ,ROBBERY, ,,All Other,935
2020/11/04 05:00:00+00,1340,1418,1 DESTINY USA DR,AGGRAVATED ASSAULT, ,Yes,All Other,936
2020/11/04 05:00:00+00,1614,1614,100 STRAND PL     ,LARCENY, ,,All Other,937
2020/11/04 05:00:00+00,1747,1747,100 BRIGGS ST     ,LARCENY, ,,All Other,938
2020/11/04 05:00:00+00,1100,1900,600 W  ONONDAGA ST     ,LARCENY, ,,All Other,939
2020/11/05 05:00:00+00,257,257,100 NW OAK        ,ROBBERY, ,,All Other,940
2020/11/05 05:00:00+00,1513,1517,100 WAVERLY AV     ,LARCENY, ,,All Other,941
2020/11/05 05:00:00+00,1550,1550,100 SIMON DR     ,LARCENY, ,,All Other,942
2020/11/05 05:00:00+00,830,2000,2000 VALLEY DR     ,BURGLARY, ,,All Other,943
2020/11/05 05:00:00+00,851,851,1200 BUTTERNUT ST     ,LARCENY, ,,All Other,944
2020/11/06 05:00:00+00,33,34,100 HASBRORCK ST     ,LARCENY, ,,All Other,945
2020/11/06 05:00:00+00,1603,1603,100 RONEY AV     ,LARCENY, ,,All Other,946
2020/11/06 05:00:00+00,0,0,1900 W  GENESEE ST     ,LARCENY, ,,All Other,947
2020/11/08 05:00:00+00,1045,1153,100 LAKEVIEW AV     ,AGGRAVATED ASSAULT, ,Yes,All Other,948
2020/11/08 05:00:00+00,800,1000,2000 E  GENESEE ST     ,LARCENY, ,,All Other,949
2020/11/08 05:00:00+00,1500,1800,200 S  WEST ST     ,LARCENY, ,,All Other,950
2020/11/09 05:00:00+00,2300,800,100 MOONEY AV     ,MV THEFT, ,,All Other,951
2020/11/09 05:00:00+00,1300,1300,100 HAROLD ST     ,LARCENY, ,,All Other,952
2020/11/10 05:00:00+00,545,950,100 W  MATSON AV     ,AGGRAVATED ASSAULT, ,,All Other,953
2020/11/10 05:00:00+00,1615,1620,0 HARBORSIDE DR     ,LARCENY, ,,All Other,954
2020/11/10 05:00:00+00,2206,2206,4700 ONONDAGA BLVD   ,LARCENY, ,,All Other,955
2020/11/11 05:00:00+00,0,1542,400 LAFORTE AV     ,LARCENY, ,,All Other,956
2020/11/11 05:00:00+00,1200,1200,800 E  GENESSEE ST     ,LARCENY, ,,All Other,957
2020/08/23 04:00:00+00,2100,2100,400 BUTTERNUT ST     ,LARCENY, ,,All Other,958
2020/09/30 04:00:00+00,200,1625,100 SMITH LN     ,LARCENY, ,,All Other,959
2020/08/04 04:00:00+00,1200,1200,100 PARKSIDE AV     ,LARCENY, ,,All Other,960
2020/08/30 04:00:00+00,1600,1640,300 LEAVENWORTH AV     ,LARCENY, ,,All Other,961
2020/08/24 04:00:00+00,2,2,500 BUTTERNUT ST     ,LARCENY, ,Yes,All Other,962
2020/09/30 04:00:00+00,900,900,600 S  CROUSE AV     ,LARCENY, ,,All Other,963
2020/08/05 04:00:00+00,2000,745,100 DAWES AV     ,LARCENY, ,,All Other,964
2020/08/30 04:00:00+00,1832,1832,600 COMSTOCK AVE    ,LARCENY, ,,All Other,965
2020/08/24 04:00:00+00,0,800,1700 COURT ST     ,BURGLARY, ,,All Other,966
2020/10/01 04:00:00+00,0,400,1800 S  SALINA ST     ,LARCENY, ,,All Other,967
2020/08/05 04:00:00+00,1815,1815,100 CROLY ST     ,ROBBERY, ,Yes,All Other,968
2020/08/30 04:00:00+00,800,800,200 BARRINGTON RD     ,LARCENY,A,,All Other,969
2020/08/24 04:00:00+00,1300,1300,0 CENTENNIAL DR     ,BURGLARY, ,,All Other,970
2020/10/01 04:00:00+00,1351,1351,300 PALMER AV     ,LARCENY, ,,All Other,971
2020/08/05 04:00:00+00,2302,2302,200 SEDGWICK ST     ,ROBBERY, ,,All Other,972
2020/08/31 04:00:00+00,315,315,400 POND ST     ,BURGLARY, ,,All Other,973
2020/08/31 04:00:00+00,2130,100,300 WARNER AV     ,LARCENY, ,,All Other,974
2020/08/31 04:00:00+00,1932,1932,700 IRVING AV     ,LARCENY, ,,All Other,975
2020/08/31 04:00:00+00,1939,1939,700 JAMES ST     ,ROBBERY, ,,All Other,976
2020/08/31 04:00:00+00,0,0,100 MCALLISTER AV     ,LARCENY, ,,All Other,977
2020/08/31 04:00:00+00,800,800,300 GREEN ST     ,LARCENY, ,,All Other,978
2020/09/01 04:00:00+00,230,630,800 MARYLAND AV     ,BURGLARY, ,,All Other,979
2020/09/01 04:00:00+00,1235,1235,800 BUTTERNUT ST     ,LARCENY, ,,All Other,980
2020/09/01 04:00:00+00,30,1300,800 MARYLAND AV     ,BURGLARY, ,,All Other,981
2020/09/02 04:00:00+00,2000,910,200 S  BEECH ST     ,LARCENY, ,,All Other,982
2020/09/02 04:00:00+00,2100,1435,500 COMSTOCK AV     ,LARCENY, ,,All Other,983
2020/09/03 04:00:00+00,530,530,1500 S  STATE ST     ,LARCENY, ,,All Other,984
2020/09/03 04:00:00+00,1626,1626,200 WOODBINE AV     ,BURGLARY, ,,All Other,985
2020/09/03 04:00:00+00,2020,2020,100 MERRIMAN AV     ,LARCENY, ,Yes,All Other,986
2020/09/03 04:00:00+00,900,1400,300 VILLAGE DR     ,LARCENY, ,,All Other,987
2020/09/04 04:00:00+00,1230,1230,900 MADISON ST     ,LARCENY, ,,All Other,988
2020/09/04 04:00:00+00,1340,1400,4700 ONONDAGA BLVD   ,LARCENY, ,,All Other,989
2020/09/04 04:00:00+00,1300,1500,100 W  SENECA TPKE   ,LARCENY, ,,All Other,990
2020/09/05 04:00:00+00,600,600,1000 CANAL ST     ,LARCENY, ,,All Other,991
2020/09/05 04:00:00+00,900,900,0 WALSH CIR    ,LARCENY, ,Yes,All Other,992
2020/09/05 04:00:00+00,414,414,500 N  TOWNSEND ST     ,LARCENY, ,,All Other,993
2020/09/05 04:00:00+00,1216,448,100 LAFAYETTE RD     ,LARCENY, ,,All Other,994
2020/09/05 04:00:00+00,815,502,400 WESTCOTT ST     ,LARCENY, ,,All Other,995
2020/09/05 04:00:00+00,1200,503,300 VALLEY DR     ,LARCENY, ,,All Other,996
2020/09/06 04:00:00+00,1128,1128,200 GRUMBACH AV     ,LARCENY, ,,All Other,997
2020/09/06 04:00:00+00,1622,1622,1200 ALMOND ST     ,LARCENY, ,,All Other,998
2020/09/06 04:00:00+00,2245,2247,2100 E  FAYETTE ST     ,LARCENY, ,,All Other,999
2020/09/07 04:00:00+00,1403,1403,100 MARSHALL ST     ,BURGLARY, ,,All Other,1000
2020/09/07 04:00:00+00,1600,1612,300 APPLE ST     ,LARCENY, ,Yes,All Other,1001
2020/09/07 04:00:00+00,1645,1645,500 S  CLINTON ST     ,LARCENY, ,,All Other,1002
2020/09/08 04:00:00+00,2000,145,100 FAGE AV     ,LARCENY, ,,All Other,1003
2020/09/08 04:00:00+00,345,345,1300 NORTHCLIFFE RD     ,LARCENY, ,,All Other,1004
2020/09/08 04:00:00+00,1400,714,700 JAMES ST     ,BURGLARY, ,,All Other,1005
2020/09/09 04:00:00+00,1000,1000,200 EDNA RD     ,LARCENY, ,,All Other,1006
2020/09/10 04:00:00+00,400,430,600 TEALL AV     ,ROBBERY, ,,All Other,1007
2020/09/10 04:00:00+00,1817,1817,100 BALLANTYNE RD     ,LARCENY, ,Yes,All Other,1008
2020/09/11 04:00:00+00,1700,1700,500 S  CLINTON ST     ,LARCENY, ,,All Other,1009
2020/09/11 04:00:00+00,2320,2320,300 N  LOWELL AV     ,ROBBERY, ,Yes,All Other,1010
2020/09/11 04:00:00+00,2118,2125,200 EUCLID AV     ,LARCENY, ,,All Other,1011
2020/11/11 05:00:00+00,2221,2221,1900 W  GENESEE ST     ,LARCENY, ,,All Other,1012
2020/10/02 04:00:00+00,0,800,1500 LANCASTER AV     ,LARCENY, ,,All Other,1013
2020/08/24 04:00:00+00,1000,800,200 REED AV     ,LARCENY, ,,All Other,1014
2020/11/11 05:00:00+00,2302,2302,3000 ERIE BLVD E ,LARCENY, ,,All Other,1015
2020/08/05 04:00:00+00,2326,2326,300 S  SALINA ST     ,BURGLARY, ,,All Other,1016
2020/10/02 04:00:00+00,1042,1042,700 S  BEECH ST     ,LARCENY, ,,All Other,1017
2020/08/24 04:00:00+00,1200,1200,100 ELIZABETH BLACKWELL ST     ,LARCENY, ,,All Other,1018
2020/11/11 05:00:00+00,2302,2302,3000 ERIE BLVD E ,LARCENY,A,,All Other,1019
2020/08/05 04:00:00+00,1900,1900,900 COMSTOCK AV     ,LARCENY, ,,All Other,1020
2020/10/02 04:00:00+00,1207,1207,1 DESTINY USA DR,LARCENY, ,,All Other,1021
2020/08/25 04:00:00+00,30,45,800 LIVINGSTON AV     ,LARCENY, ,,All Other,1022
2020/11/11 05:00:00+00,1840,1840,100 FELLOWS AVE    ,LARCENY, ,,All Other,1023
2020/08/05 04:00:00+00,1730,1730,400 MIDLAND AV     ,LARCENY, ,,All Other,1024
2020/10/02 04:00:00+00,1815,1815,300 PUTNAM ST     ,LARCENY, ,,All Other,1025
2020/08/25 04:00:00+00,100,628,100 SWANSEA DR     ,BURGLARY, ,,All Other,1026
2020/11/11 05:00:00+00,1842,1842,800 VALLEY DR     ,LARCENY, ,,All Other,1027
2020/08/06 04:00:00+00,2227,2227,100 MILBURN DR     ,ROBBERY, ,,All Other,1028
2020/10/02 04:00:00+00,25,25,500 ERIE BLVD W ,LARCENY,A,,All Other,1029
2020/08/25 04:00:00+00,1730,630,500 PLUM ST     ,LARCENY, ,,All Other,1030
2020/11/12 05:00:00+00,1800,1830,500 AVERY AV     ,LARCENY, ,,All Other,1031
2020/08/07 04:00:00+00,500,812,2900 S  SALINA ST     ,BURGLARY, ,Yes,All Other,1032
2020/10/03 04:00:00+00,240,240,300 HAMILTON ST     ,BURGLARY, ,Yes,All Other,1033
2020/10/03 04:00:00+00,1430,930,400 CHURCHILL AV     ,LARCENY, ,,All Other,1034
2020/10/04 04:00:00+00,1305,1305,600 SOUTH AV     ,LARCENY, ,,All Other,1035
2020/10/04 04:00:00+00,1640,1640,100 RONEY LN     ,BURGLARY, ,Yes,All Other,1036
2020/10/04 04:00:00+00,0,1000,200 WALRATH RD     ,LARCENY, ,,All Other,1037
2020/10/04 04:00:00+00,1615,1615,1100 E  WATER ST     ,LARCENY, ,,All Other,1038
2020/10/05 04:00:00+00,1955,1955,2000 E  FAYETTE ST     ,ROBBERY, ,,All Other,1039
2020/10/06 04:00:00+00,1200,1200,100 DABLON CT     ,LARCENY, ,,All Other,1040
2020/10/07 04:00:00+00,2135,2135,900 ACKERMAN AV     ,ROBBERY, ,,All Other,1041
2020/10/07 04:00:00+00,1200,1200,900 POND ST     ,LARCENY, ,,All Other,1042
2020/10/08 04:00:00+00,933,933,200 REED AV     ,BURGLARY, ,Yes,All Other,1043
2020/10/08 04:00:00+00,1600,1630,1 DESTINY USA DR,LARCENY, ,,All Other,1044
2020/10/09 04:00:00+00,1200,1230,700 OSTROM AV     ,LARCENY, ,Yes,All Other,1045
2020/10/10 04:00:00+00,330,700,100 CROLY ST     ,BURGLARY, ,,All Other,1046
2020/10/11 04:00:00+00,51,53,4100 S  SALINA ST     ,BURGLARY, ,,All Other,1047
2020/10/11 04:00:00+00,824,824,1000 HARRISON ST     ,LARCENY, ,,All Other,1048
2020/10/11 04:00:00+00,929,1030,100 BUTTERNUT ST     ,LARCENY, ,,All Other,1049
2020/10/11 04:00:00+00,1415,1415,400 BUTTERNUT ST     ,LARCENY, ,,All Other,1050
2020/10/11 04:00:00+00,1945,1945,1 DESTINY USA DR,LARCENY, ,,All Other,1051
2020/10/11 04:00:00+00,300,1022,100 MARTIN LUTHER KING      W ,LARCENY, ,,All Other,1052
2020/10/11 04:00:00+00,620,1030,400 BURNET AVE    ,LARCENY, ,,All Other,1053
2020/10/11 04:00:00+00,1745,1031,100 CLIFTON PL     ,LARCENY, ,,All Other,1054
2020/10/11 04:00:00+00,1105,1036,1700 COURT ST     ,LARCENY, ,,All Other,1055
2020/10/11 04:00:00+00,1215,1041,1 DESTINY USA DR,LARCENY, ,,All Other,1056
2020/10/11 04:00:00+00,415,1103,1100 E  WATER ST     ,LARCENY, ,,All Other,1057
2020/10/11 04:00:00+00,630,1110,200 W  JEFFERSON ST     ,LARCENY, ,,All Other,1058
2020/10/12 04:00:00+00,424,428,1600 LODI ST     ,BURGLARY, ,,All Other,1059
2020/10/12 04:00:00+00,2300,2300,1300 BUTTERNUT ST     ,ROBBERY, ,,All Other,1060
2020/10/12 04:00:00+00,1045,1300,1800 BELLEVUE AV     ,LARCENY, ,,All Other,1061
2020/10/12 04:00:00+00,1200,1200,100 HUDSON ST     ,LARCENY, ,,All Other,1062
2020/08/25 04:00:00+00,1700,850,400 TURTLE ST     ,LARCENY, ,,All Other,1063
2020/11/13 05:00:00+00,230,230,200 SEELEY RD     ,ROBBERY,A,,All Other,1064
2020/08/08 04:00:00+00,526,526,700 W  ONONDAGA ST     ,ROBBERY, ,,All Other,1065
2020/08/25 04:00:00+00,1832,1832,300 APPLE ST     ,ROBBERY, ,Yes,All Other,1066
2020/11/13 05:00:00+00,1830,1830,1 DESTINY USA DR,ROBBERY, ,,All Other,1067
2020/08/08 04:00:00+00,1640,1654,1500 SPRING ST     ,LARCENY, ,,All Other,1068
2020/08/25 04:00:00+00,800,800,600 COMSTOCK AV     ,LARCENY, ,,All Other,1069
2020/11/13 05:00:00+00,721,721,100 VICTORIA PL     ,LARCENY, ,,All Other,1070
2020/08/08 04:00:00+00,2157,2157,1200 S  GEDDES ST     ,LARCENY, ,,All Other,1071
2020/08/25 04:00:00+00,1315,800,1000 CANAL ST     ,LARCENY,A,,All Other,1072
2020/11/13 05:00:00+00,1200,1200,100 E  JEFFERSON ST     ,LARCENY, ,,All Other,1073
2020/08/09 04:00:00+00,1756,1756,600 BARNES AV     ,LARCENY, ,,All Other,1074
2020/08/25 04:00:00+00,1330,950,100 W  WARRINGTON RD     ,LARCENY, ,,All Other,1075
2020/11/13 05:00:00+00,1048,1234,100 WINDING RIDGE RD     ,LARCENY, ,,All Other,1076
2020/08/10 04:00:00+00,600,707,2900 JAMES        ,LARCENY, ,Yes,All Other,1077
2020/08/25 04:00:00+00,1100,950,400 COMSTOCK AVE    ,LARCENY, ,,All Other,1078
2020/11/14 05:00:00+00,1235,1235,600 WINTON ST     ,LARCENY, ,Yes,All Other,1079
2020/08/10 04:00:00+00,1155,1155,900 JAMES ST     ,LARCENY, ,Yes,All Other,1080
2020/08/25 04:00:00+00,1123,952,100 REMINGTON AVE    ,LARCENY, ,,All Other,1081
2020/11/14 05:00:00+00,1942,1941,1500 ERIE BLVD E ,LARCENY, ,Yes,All Other,1082
2020/08/10 04:00:00+00,1330,1330,600 SOUTH AV     ,LARCENY, ,,All Other,1083
2020/08/25 04:00:00+00,1743,1011,100 WEISER CT     ,LARCENY, ,,All Other,1084
2020/11/15 05:00:00+00,400,400,2600 MIDLAND AV     ,LARCENY, ,,All Other,1085
2020/08/11 04:00:00+00,1700,650,100 CORTLAND AV     ,BURGLARY, ,,All Other,1086
2020/08/25 04:00:00+00,1715,1024,1000 CARBON ST     ,LARCENY, ,,All Other,1087
2020/11/15 05:00:00+00,700,700,1000 HARRISON ST     ,BURGLARY, ,,All Other,1088
2020/08/11 04:00:00+00,1530,1110,700 AVERY AV     ,BURGLARY, ,,All Other,1089
2020/08/25 04:00:00+00,1445,1026,500 RICHMOND AVE    ,LARCENY, ,,All Other,1090
2020/11/15 05:00:00+00,1725,1725,100 W  BISSELL ST     ,LARCENY, ,,All Other,1091
2020/10/12 04:00:00+00,900,900,400 BOYDEN ST     ,LARCENY, ,,All Other,1092
2020/08/11 04:00:00+00,0,1355,200 W  COLVIN ST     ,LARCENY, ,,All Other,1093
2020/08/11 04:00:00+00,1655,1657,200 JOHN ST     ,LARCENY, ,Yes,All Other,1094
2020/08/11 04:00:00+00,2214,2216,800 BUTTERNUT ST     ,ROBBERY, ,,All Other,1095
2020/08/12 04:00:00+00,2330,700,100 RUSKIN AV     ,BURGLARY, ,,All Other,1096
2020/08/12 04:00:00+00,2230,2238,1600 FIRST NORTH ST     ,LARCENY, ,Yes,All Other,1097
2020/08/12 04:00:00+00,2200,2200,2900 JAMES ST     ,LARCENY, ,,All Other,1098
2020/08/12 04:00:00+00,1125,1134,2500 E  GENESEE ST     ,LARCENY, ,Yes,All Other,1099
2020/08/13 04:00:00+00,440,440,300 MITCHELL AVE    ,BURGLARY, ,Yes,All Other,1100
2020/08/13 04:00:00+00,1211,1211,900 BROAD ST     ,LARCENY, ,,All Other,1101
2020/08/13 04:00:00+00,1200,1200,200 MILTON AV     ,LARCENY, ,,All Other,1102
2020/08/14 04:00:00+00,130,135,700 COURT ST     ,ROBBERY, ,,All Other,1103
2020/08/14 04:00:00+00,1920,1920,900 HIGHLAND ST     ,LARCENY, ,Yes,All Other,1104
2020/08/15 04:00:00+00,111,1140,700 CANAL ST     ,LARCENY, ,,All Other,1105
2020/08/15 04:00:00+00,850,1000,200 PARK ST     ,LARCENY, ,,All Other,1106
2020/08/15 04:00:00+00,2300,2300,100 KIRKPATRICK ST     ,LARCENY, ,,All Other,1107
2020/08/16 04:00:00+00,15,15,0  AV     ,ROBBERY, ,,All Other,1108
2020/08/16 04:00:00+00,247,247,100 HASBROUCK ST     ,LARCENY, ,,All Other,1109
2020/08/16 04:00:00+00,1000,1000,500 COURT ST     ,LARCENY, ,Yes,All Other,1110
2020/08/17 04:00:00+00,1430,1430,500 PEARL ST     ,ROBBERY, ,,All Other,1111
2020/10/13 04:00:00+00,830,837,800 ONONDAGA AV     ,LARCENY, ,Yes,All Other,1112
2020/08/25 04:00:00+00,1600,1031,100 EUREKA ST     ,LARCENY, ,,All Other,1113
2020/11/15 05:00:00+00,1900,1900,100 SLOCUM AV     ,ROBBERY, ,,All Other,1114
2020/10/13 04:00:00+00,1200,1200,300 MALTBIE ST     ,LARCENY, ,,All Other,1115
2020/08/25 04:00:00+00,1135,1038,100 REDFIELD PL     ,LARCENY, ,,All Other,1116
2020/11/15 05:00:00+00,2103,2103,100 N  GEDDES ST     ,ROBBERY,A,,All Other,1117
2020/10/14 04:00:00+00,1050,1052,500 SEYMOUR ST     ,LARCENY, ,Yes,All Other,1118
2020/08/25 04:00:00+00,708,1043,400 LODI ST     ,LARCENY, ,,All Other,1119
2020/11/15 05:00:00+00,2200,1200,600 TURTLE ST     ,BURGLARY, ,,All Other,1120
2020/10/14 04:00:00+00,1540,1710,100 SIMS DR     ,LARCENY, ,,All Other,1121
2020/08/26 04:00:00+00,1534,1534,100 LINCOLN AV     ,LARCENY, ,,All Other,1122
2020/11/16 05:00:00+00,1200,1949,100 HURON ST     ,LARCENY, ,,All Other,1123
2020/10/14 04:00:00+00,1642,1644,100 SIMS DR     ,LARCENY, ,,All Other,1124
2020/08/26 04:00:00+00,1830,2245,1400 S  SALINA ST     ,LARCENY, ,,All Other,1125
2020/11/16 05:00:00+00,2019,2020,300 N  MIDLER AV     ,AGGRAVATED ASSAULT, ,,All Other,1126
2020/10/14 04:00:00+00,1730,1730,1 DESTINY USA DR,LARCENY, ,,All Other,1127
2020/08/27 04:00:00+00,940,940,700 FIRST NORTH ST     ,LARCENY, ,,All Other,1128
2020/11/16 05:00:00+00,2255,2255,100 CROLY ST     ,ROBBERY,A,,All Other,1129
2020/10/15 04:00:00+00,125,130,1600 PARK ST     ,BURGLARY, ,Yes,All Other,1130
2020/11/17 05:00:00+00,15,37,400 EUCLID AV     ,LARCENY, ,,All Other,1131
2020/10/15 04:00:00+00,1100,1100,400 BUTTERNUT ST     ,LARCENY,A,,All Other,1132
2020/11/17 05:00:00+00,900,1208,1900 ERIE BLVD E,LARCENY, ,,All Other,1133
2020/10/15 04:00:00+00,1900,1600,200 N  CROUSE AV     ,LARCENY, ,,All Other,1134
2020/11/17 05:00:00+00,1930,630,5500 S  SALINA ST     ,BURGLARY, ,,All Other,1135
2020/10/15 04:00:00+00,1900,1910,200 CARBON ST     ,LARCENY, ,Yes,All Other,1136
2020/11/17 05:00:00+00,1118,1120,1000 E  GENESEE ST     ,LARCENY, ,,All Other,1137
2020/10/15 04:00:00+00,627,630,500 STATE FAIR BLVD   ,LARCENY, ,,All Other,1138
2020/11/18 05:00:00+00,1230,1230,600 COUGHLIN AV     ,MV THEFT, ,,All Other,1139
2020/10/15 04:00:00+00,900,900,1000 COL EILEEN COLLINS BLVD   ,LARCENY, ,,All Other,1140
2020/11/18 05:00:00+00,1800,1830,400 WINDING RIDGE RD     ,LARCENY, ,,All Other,1141
2020/10/16 04:00:00+00,915,915,300 GIFFORD ST     ,LARCENY, ,,All Other,1142
2020/11/18 05:00:00+00,2034,2034,100 MAPLE TER    ,ROBBERY, ,Yes,All Other,1143
2020/10/16 04:00:00+00,1620,1620,600 BUTTERNUT ST     ,LARCENY, ,,All Other,1144
2020/11/19 05:00:00+00,1200,1200,1 DESTINY USA DR,LARCENY, ,,All Other,1145
2020/10/17 04:00:00+00,1200,1200,4700 S  SALINA ST     ,ROBBERY, ,,All Other,1146
2020/11/19 05:00:00+00,945,544,100 CRESTVIEW DR     ,LARCENY, ,,All Other,1147
2020/10/17 04:00:00+00,1545,1530,100 SMITH DR     ,LARCENY, ,,All Other,1148
2020/11/19 05:00:00+00,2000,549,200 HILTON RD     ,LARCENY, ,,All Other,1149
2020/10/18 04:00:00+00,300,300,800 WOLF ST     ,LARCENY, ,,All Other,1150
2020/11/19 05:00:00+00,1240,604,1400 S  SALINA ST     ,LARCENY, ,,All Other,1151
2020/11/19 05:00:00+00,1949,608,300 TAFT AVE    ,LARCENY, ,,All Other,1152
2020/11/19 05:00:00+00,1225,610,100 FELLOWS AVE    ,LARCENY, ,,All Other,1153
2020/11/19 05:00:00+00,2200,617,800 SALT SPRINGS RD     ,LARCENY, ,,All Other,1154
2020/11/20 05:00:00+00,0,700,100 LOMA AV     ,LARCENY, ,,All Other,1155
2020/11/21 05:00:00+00,1800,1800,400 COURT ST     ,LARCENY, ,,All Other,1156
2020/11/21 05:00:00+00,2215,2215,100 CROLY ST     ,LARCENY, ,,All Other,1157
2020/11/22 05:00:00+00,920,920,0 PARK ST AT POND ST        ,ROBBERY, ,Yes,All Other,1158
2020/11/22 05:00:00+00,2012,2012,200 ONONDAGA AV     ,ROBBERY, ,,All Other,1159
2020/11/23 05:00:00+00,1600,1730,100 MAPLE TER    ,BURGLARY, ,,All Other,1160
2020/11/23 05:00:00+00,1620,1620,500 GRANT AV     ,LARCENY, ,,All Other,1161
2020/11/23 05:00:00+00,1700,1700,800 COUGHLIN AV     ,LARCENY, ,,All Other,1162
2020/11/23 05:00:00+00,1124,2100,100 WINDING RIDGE RD     ,LARCENY, ,,All Other,1163
2020/11/23 05:00:00+00,0,2030,600 WILLIS AV     ,LARCENY, ,,All Other,1164
2020/11/23 05:00:00+00,1411,1413,400 STAFFORD AV     ,LARCENY, ,,All Other,1165
2020/11/23 05:00:00+00,1345,1615,200 SUNNYCREST RD     ,LARCENY, ,,All Other,1166
2020/11/23 05:00:00+00,800,1923,100 DOLL PKWY   ,LARCENY, ,,All Other,1167
2020/11/24 05:00:00+00,1607,1607,100 CLIFTON PL     ,LARCENY, ,,All Other,1168
