DATE,TIMESTART,TIMEEND,ADDRESS,CODE_DEFINED,QualityOfLife,FID
2018/02/17 05:00:00+00,730,900,100 CAMP AV,CRIMINAL MISCHIEF,True,810
2018/02/09 05:00:00+00,2300,2300,0 S  GEDDES ST,POSSESSION/MARIJUANA,False,811
2018/02/17 05:00:00+00,940,940,200 N  TOWNSEND ST,CRIMINAL MISCHIEF,False,812
2018/02/17 05:00:00+00,950,1000,100 WILKIE PL,SIMPLE ASSAULT,False,813
2018/02/17 05:00:00+00,1020,1025,700 VALLEY DR,OFFN AGAINST FAMILY,False,814
2018/02/17 05:00:00+00,1100,1430,100 RICHARDSON AV,SIMPLE ASSAULT,False,815
2018/02/17 05:00:00+00,930,1254,100 STAFFORD AV,OFFN AGAINST FAMILY,False,816
2018/02/17 05:00:00+00,1525,1525,1300 SOUTH AV,POSSESSION/MARIJUANA,False,817
2018/02/17 05:00:00+00,1641,1635,300 BEAR ST,OFFN AGAINST FAMILY,False,818
2018/02/17 05:00:00+00,1700,1721,700 N  ALVORD ST,SIMPLE ASSAULT,False,819
2018/02/17 05:00:00+00,1833,1833,100 ROBINSON ST,POSSESSION/MARIJUANA,True,820
2018/02/17 05:00:00+00,1838,1838,100 MONTGOMERY ST,SIMPLE ASSAULT,False,821
2018/02/17 05:00:00+00,1942,1943,100 BERGER AV,POSSESSION/USE DANGEROUS WEAPONS,True,822
2018/02/17 05:00:00+00,2018,2018,400 LIBERTY ST,SIMPLE ASSAULT,False,823
2018/02/17 05:00:00+00,2230,2235,100 FOREST AV,SIMPLE ASSAULT,False,824
2018/02/17 05:00:00+00,2333,2333,200 TAFT AV,SIMPLE ASSAULT,False,825
2018/02/17 05:00:00+00,2343,2353,200 N  STATE ST,POSSESSION/MARIJUANA,True,826
2018/02/17 05:00:00+00,2346,2346,200 N  CLINTON ST,CRIMINAL MISCHIEF,True,827
2018/02/17 05:00:00+00,1150,1150,500 MASSENA ST,CRIMINAL MISCHIEF,True,828
2018/02/18 05:00:00+00,23,102,1000 W  GENESEE ST,POSSESSION/MARIJUANA,False,829
2018/02/18 05:00:00+00,29,29,300 S  FRANKLIN ST,ALL OTHER OFFENSES,True,830
2018/02/18 05:00:00+00,30,36,300 BRUCE ST,SIMPLE ASSAULT,False,831
2018/02/18 05:00:00+00,124,144,400 CARBON ST,POSSESSION/MARIJUANA,False,832
2018/02/18 05:00:00+00,122,122,200 N  MCBRIDE ST,POSSESSION/MARIJUANA,False,833
2018/02/18 05:00:00+00,139,139,1900 W  FAYETTE ST,POSSESSION/USE DANGEROUS WEAPONS,True,834
2018/02/18 05:00:00+00,155,155,400 S  CLINTON ST,SIMPLE ASSAULT,True,835
2018/02/18 05:00:00+00,223,223,2700 MIDLAND AV,SIMPLE ASSAULT,True,836
2018/02/18 05:00:00+00,232,232,900 HIGHLAND ST,SIMPLE ASSAULT,False,837
2018/02/18 05:00:00+00,245,245,500 W  COLVIN ST,SIMPLE ASSAULT,True,838
2018/02/18 05:00:00+00,320,325,600 S  GEDDES ST,SIMPLE ASSAULT,False,839
2018/02/18 05:00:00+00,100,100,100 LAWRENCE ST,SIMPLE ASSAULT,False,840
2018/02/18 05:00:00+00,528,528,100 E  KENNEDY ST,OFFN AGAINST FAMILY,False,841
2018/02/18 05:00:00+00,1017,1017,1200 E  GENESEE ST,DISORDERLY CONDUCT,True,842
2018/02/18 05:00:00+00,1209,1209,100 LAKEVIEW AV,CRIMINAL MISCHIEF,False,843
2018/02/18 05:00:00+00,1200,1220,1400 BURNET AV,SIMPLE ASSAULT,False,844
2018/02/18 05:00:00+00,1345,1345,100 BALLARD AV,POSSESSION/USE DANGEROUS WEAPONS,False,845
2018/02/18 05:00:00+00,1357,1357,500 WOLF ST,POSSESSION/MARIJUANA,False,846
2018/02/18 05:00:00+00,2245,1340,1900 W  GENESEE ST,CRIMINAL MISCHIEF,True,847
2018/02/18 05:00:00+00,1625,1625,0 KELLOGG ST,POSSESSION/MARIJUANA,False,848
2018/02/18 05:00:00+00,1628,1640,200 FURMAN ST,ALL OTHER OFFENSES,False,849
2018/02/18 05:00:00+00,1645,1645,1900 E  FAYETTE ST,ALL OTHER OFFENSES,False,850
2018/02/18 05:00:00+00,1645,1645,0 S  WEST ST,POSSESSION/USE DRUG,False,851
2018/02/07 05:00:00+00,2257,2257,200 KELLOGG ST,POSSESSION/MARIJUANA,True,852
2018/02/09 05:00:00+00,2318,2318,0 SOUTH AV,POSSESSION/MARIJUANA,True,853
2018/02/09 05:00:00+00,2328,2328,0 E  GENESEE ST,POSSESSION/MARIJUANA,False,854
2018/02/09 05:00:00+00,2339,2339,1900 BELLEVUE AV,POSSESSION/MARIJUANA,False,855
2018/02/09 05:00:00+00,1230,1230,1000 ACKERMAN AV,CRIMINAL MISCHIEF,True,856
2018/02/10 05:00:00+00,33,33,200 LINCOLN AV,POSSESSION/USE DANGEROUS WEAPONS,True,857
2018/02/10 05:00:00+00,47,109,500 W  ONONDAGA ST,POSSESSION/MARIJUANA,False,858
2018/02/10 05:00:00+00,100,1250,100 BERGER AV,DISORDERLY CONDUCT,False,859
2018/02/10 05:00:00+00,215,215,0 MIDLAND AV,POSSESSION/MARIJUANA,False,860
2018/02/10 05:00:00+00,308,308,700 W  COLVIN ST,DRIVING UNDER INFLUENCE,False,861
2018/02/10 05:00:00+00,312,312,300 COURT ST,POSSESSION/USE DRUG,True,862
2018/02/10 05:00:00+00,454,454,500 TENNYSON AV,SIMPLE ASSAULT,False,863
2018/02/10 05:00:00+00,525,530,300 LEXINGTON AV,CRIMINAL MISCHIEF,False,864
2018/02/10 05:00:00+00,756,756,100 RIVERDALE DR,OFFN AGAINST FAMILY,False,865
2018/02/10 05:00:00+00,1900,800,600 RICHMOND AV,CRIMINAL MISCHIEF,True,866
2018/02/10 05:00:00+00,1150,1150,300 CATHERINE ST,SIMPLE ASSAULT,False,867
2018/02/10 05:00:00+00,1536,1536,500 DELAWARE ST,SIMPLE ASSAULT,False,868
2018/02/10 05:00:00+00,1602,1602,500 S  STATE ST,POSSESSION/MARIJUANA,True,869
2018/02/10 05:00:00+00,1658,1728,100 WEISER CT,POSSESSION/MARIJUANA,False,870
2018/02/07 05:00:00+00,2317,2317,700 JAMES ST,POSSESSION/MARIJUANA,True,871
2018/02/10 05:00:00+00,1703,1703,0 E  RAYNOR AV,POSSESSION/MARIJUANA,True,872
2018/02/07 05:00:00+00,0,0,200 VANN ST,FRAUD,False,873
2018/02/10 05:00:00+00,1704,1704,100 GAGE CT,POSSESSION/MARIJUANA,False,874
2018/02/10 05:00:00+00,1716,1716,1400 S  SALINA ST,ALL OTHER OFFENSES,True,875
2018/02/10 05:00:00+00,1833,1833,0 LANDON AV,POSSESSION/MARIJUANA,False,876
2018/02/10 05:00:00+00,1852,1852,0 W  NEWELL ST,POSSESSION/MARIJUANA,False,877
2018/02/10 05:00:00+00,1955,1955,0 FABIUS ST,POSSESSION/MARIJUANA,True,878
2018/02/10 05:00:00+00,2015,2030,600 KIRKPATRICK ST,SIMPLE ASSAULT,False,879
2018/02/10 05:00:00+00,2035,2035,1 DESTINY USA DR,ALL OTHER OFFENSES,False,880
2018/02/10 05:00:00+00,1400,2315,900 S  MCBRIDE ST,CRIMINAL MISCHIEF,True,881
2018/02/10 05:00:00+00,2342,2342,400 GIFFORD ST,ALL OTHER OFFENSES,False,882
2018/02/10 05:00:00+00,2358,2358,0 BUTTERNUT ST,POSSESSION/USE DANGEROUS WEAPONS,True,883
2018/02/10 05:00:00+00,1100,1600,500 S  FRANKLIN ST,CRIMINAL MISCHIEF,True,884
2018/02/10 05:00:00+00,200,200,100 POLK ST,CRIMINAL MISCHIEF,True,885
2018/02/11 05:00:00+00,2354,18,600 RICHMOND AV,POSSESSION/MARIJUANA,True,886
2018/02/11 05:00:00+00,32,32,0 JAMES ST,POSSESSION/MARIJUANA,False,887
2018/02/11 05:00:00+00,41,41,3300 S  SALINA ST,POSSESSION/MARIJUANA,True,888
2018/02/11 05:00:00+00,215,221,400 ERIE ST,SIMPLE ASSAULT,False,889
2018/02/11 05:00:00+00,100,327,500 POND ST,SIMPLE ASSAULT,False,890
2018/02/11 05:00:00+00,340,340,100 CUMBERLAND AV,OFFN AGAINST FAMILY,False,891
2018/02/11 05:00:00+00,800,817,300 W  KENNEDY ST,CRIMINAL MISCHIEF,False,892
2018/02/11 05:00:00+00,1030,1030,1400 S  SALINA ST,SIMPLE ASSAULT,False,893
2018/02/11 05:00:00+00,1137,1137,1300 GRANT BLVD,CRIMINAL MISCHIEF,True,894
2018/02/11 05:00:00+00,1637,1637,200 W  MATSON AV,ALL OTHER OFFENSES,False,895
2018/02/11 05:00:00+00,1645,1645,1600 PARK ST,SIMPLE ASSAULT,False,896
2018/02/11 05:00:00+00,1725,1728,1000 BELLEVUE AV,SIMPLE ASSAULT,False,897
2018/02/11 05:00:00+00,1943,1943,100 REMINGTON AV,SIMPLE ASSAULT,False,898
2018/02/11 05:00:00+00,2329,2329,300 WADSWORTH ST,SIMPLE ASSAULT,False,899
2018/02/12 05:00:00+00,16,16,0 LIVERPOOL FROM NB I  RAMP,DRIVING UNDER INFLUENCE,False,900
2018/02/12 05:00:00+00,312,312,0 ERIE BLVD E,POSSESSION/MARIJUANA,False,901
2018/02/12 05:00:00+00,2100,740,2100 MIDLAND AV,CRIMINAL MISCHIEF,True,902
2018/02/12 05:00:00+00,1000,1000,200 MAY AV,POSSESSION/USE DANGEROUS WEAPONS,True,903
2018/02/18 05:00:00+00,1650,1650,800 E  DIVISION ST,OFFN AGAINST FAMILY,False,904
2018/02/08 05:00:00+00,322,322,800 KIRKPATRICK ST,OFFN AGAINST FAMILY,True,905
2018/02/08 05:00:00+00,417,417,300 PROSPECT AV,SIMPLE ASSAULT,False,906
2018/02/08 05:00:00+00,800,837,800 N  ALVORD ST,SIMPLE ASSAULT,False,907
2018/02/08 05:00:00+00,959,959,400 W  SENECA TPKE,OFFN AGAINST FAMILY,False,908
2018/02/08 05:00:00+00,1315,1315,200 WESTMORELAND AV,SIMPLE ASSAULT,False,909
2018/02/08 05:00:00+00,1420,1430,200 LILAC ST,CRIMINAL MISCHIEF,True,910
2018/02/08 05:00:00+00,1449,1449,700 HAMILTON ST,OFFN AGAINST FAMILY,False,911
2018/02/08 05:00:00+00,1502,1502,2000 LODI ST,CRIMINAL MISCHIEF,False,912
2018/02/08 05:00:00+00,1712,1533,300 MERRITT AV,SIMPLE ASSAULT,False,913
2018/02/08 05:00:00+00,1631,1631,3600 S  SALINA ST,POSSESSION/MARIJUANA,False,914
2018/02/08 05:00:00+00,1731,1751,500 E  GENESEE ST,POSSESSION/MARIJUANA,False,915
2018/02/08 05:00:00+00,1745,1755,100 HUBBELL AV,ALL OTHER OFFENSES,False,916
2018/02/08 05:00:00+00,1851,1851,3200 S  SALINA ST,POSSESSION/MARIJUANA,False,917
2018/02/08 05:00:00+00,1902,1902,0 W  BISSELL ST,ALL OTHER OFFENSES,True,918
2018/02/08 05:00:00+00,1925,1928,900 HIGHLAND ST,CRIMINAL MISCHIEF,False,919
2018/02/08 05:00:00+00,1929,1929,0 MCALLISTER AV,POSSESSION/MARIJUANA,True,920
2018/02/08 05:00:00+00,1923,1923,3200 S  SALINA ST,POSSESSION/MARIJUANA,True,921
2018/02/08 05:00:00+00,2000,2000,100 STEWART CT,SIMPLE ASSAULT,False,922
2018/02/08 05:00:00+00,2018,2018,500 DELAWARE ST,POSSESSION/MARIJUANA,False,923
2018/02/18 05:00:00+00,1716,1716,700 LODI ST,SIMPLE ASSAULT,False,924
2018/02/08 05:00:00+00,2020,2020,300 TAFT AV,SIMPLE ASSAULT,False,925
2018/02/18 05:00:00+00,1910,1910,300 EMPIRE AV,SIMPLE ASSAULT,False,926
2018/02/08 05:00:00+00,2207,2207,300 GRANT AV,POSSESSION/USE DRUG,False,927
2018/02/18 05:00:00+00,1700,1912,1000 JAMES SCH,SIMPLE ASSAULT,False,928
2018/02/08 05:00:00+00,2220,2220,0 N  ALVORD ST,POSSESSION/MARIJUANA,False,929
2018/02/18 05:00:00+00,1954,1954,400 JOHN ST,OFFN AGAINST FAMILY,False,930
2018/02/08 05:00:00+00,2223,2223,1800 GRANT BLVD,SIMPLE ASSAULT,False,931
2018/02/18 05:00:00+00,2114,2114,500 CLARENDON ST,SIMPLE ASSAULT,False,932
2018/02/08 05:00:00+00,2245,2245,1000 S  CLINTON ST,OFFN AGAINST FAMILY,False,933
2018/02/18 05:00:00+00,2250,2250,700 JAMES ST,CRIMINAL MISCHIEF,True,934
2018/02/08 05:00:00+00,2322,2322,700 PARK AV,SIMPLE ASSAULT,False,935
2018/02/18 05:00:00+00,2312,2312,400 S  WARREN ST,OFFN AGAINST FAMILY,True,936
2018/02/18 05:00:00+00,2354,2354,100 HARTSON ST,SIMPLE ASSAULT,False,937
2018/02/18 05:00:00+00,929,929,2100 E  FAYETTE ST,POSSESSION/USE DRUG,True,938
2018/02/18 05:00:00+00,2225,825,400 ROBERTS AV,CRIMINAL MISCHIEF,True,939
2018/02/19 05:00:00+00,41,41,200 SEELEY RD,SIMPLE ASSAULT,False,940
2018/02/19 05:00:00+00,1500,750,100 DABLON CT,CRIMINAL MISCHIEF,True,941
2018/02/19 05:00:00+00,915,925,300 W  CALTHROP AV,SIMPLE ASSAULT,False,942
2018/02/19 05:00:00+00,1300,1300,0 COSTELLO CT,SIMPLE ASSAULT,False,943
2018/02/19 05:00:00+00,1545,1545,1200 PARK ST,POSSESSION/MARIJUANA,False,944
2018/02/19 05:00:00+00,1624,1624,700 E  ADAMS ST,ALL OTHER OFFENSES,False,945
2018/02/19 05:00:00+00,1659,1659,0 BLAINE ST,POSSESSION/USE DRUG,False,946
2018/02/19 05:00:00+00,1729,1729,0 HOLLAND ST,POSSESSION/MARIJUANA,False,947
2018/02/19 05:00:00+00,1743,1743,0 GIFFORD ST,POSSESSION/MARIJUANA,False,948
2018/02/19 05:00:00+00,1845,1845,900 JAMES ST,CRIMINAL MISCHIEF,True,949
2018/02/19 05:00:00+00,1858,1858,300 HILLVIEW AV,CRIMINAL MISCHIEF,True,950
2018/02/19 05:00:00+00,1928,1928,0 SHONNARD ST,POSSESSION/MARIJUANA,False,951
2018/02/19 05:00:00+00,2016,2021,100 RADISSON CORR,KIDNAPPING,False,952
2018/02/19 05:00:00+00,2144,2144,100 HATCH ST,SIMPLE ASSAULT,False,953
2018/02/19 05:00:00+00,2353,2353,0 COSTELLO CT,SIMPLE ASSAULT,False,954
2018/02/20 05:00:00+00,3,30,1100 ONONDAGA CREEK BLVD,POSSESSION/MARIJUANA,True,955
2018/02/20 05:00:00+00,417,417,300 GARFIELD AV,CRIMINAL MISCHIEF,False,956
2018/02/20 05:00:00+00,1010,1010,300 E  ONONDAGA ST,SIMPLE ASSAULT,False,957
2018/02/20 05:00:00+00,1030,1038,200 LANDON AV,SIMPLE ASSAULT,False,958
2018/02/20 05:00:00+00,1411,1430,200 ASH ST,POSSESSION/MARIJUANA,True,959
2018/02/20 05:00:00+00,1410,1410,300 SHUART AV,CRIMINAL MISCHIEF,True,960
2018/02/20 05:00:00+00,1425,1432,1100 BUTTERNUT ST,SIMPLE ASSAULT,False,961
2018/02/20 05:00:00+00,1400,1400,200 KENMORE AV,POSSESSION/USE DRUG,True,962
2018/02/20 05:00:00+00,1620,1620,4400 S  SALINA ST,SIMPLE ASSAULT,False,963
2018/02/20 05:00:00+00,1621,1621,600 ONONDAGA AV,POSSESSION/USE DANGEROUS WEAPONS,True,964
2018/02/20 05:00:00+00,1704,1704,600 W  ONONDAGA ST,POSSESSION/USE DRUG,True,965
2018/02/20 05:00:00+00,1727,1727,300 KELLOGG ST,POSSESSION/MARIJUANA,True,966
2018/02/20 05:00:00+00,1804,1807,100 W  LAFAYETTE AV,SIMPLE ASSAULT,True,967
2018/02/20 05:00:00+00,1825,1825,100 CRYSLER ST,CRIMINAL MISCHIEF,False,968
2018/02/20 05:00:00+00,1842,1842,100 S  GEDDES ST,SIMPLE ASSAULT,False,969
2018/02/20 05:00:00+00,1901,1901,100 BURT ST,POSSESSION/MARIJUANA,False,970
2018/02/20 05:00:00+00,2118,2118,200 RICH ST,POSSESSION/USE DANGEROUS WEAPONS,True,971
2018/02/20 05:00:00+00,2145,2200,900 ONONDAGA AV,POSSESSION/MARIJUANA,True,972
2018/02/20 05:00:00+00,2225,2231,100 FERNWOOD AV,DISORDERLY CONDUCT,False,973
2018/02/20 05:00:00+00,2258,2258,300 W  BEARD AV,POSSESSION/MARIJUANA,False,974
2018/02/20 05:00:00+00,930,930,4600 S  SALINA ST,CRIMINAL MISCHIEF,True,975
2018/02/21 05:00:00+00,303,303,300 W  NEWELL ST,SIMPLE ASSAULT,False,976
2018/02/21 05:00:00+00,420,420,100 JASPER ST,SIMPLE ASSAULT,False,977
2018/02/21 05:00:00+00,1137,1137,600 DANFORTH ST,CRIMINAL MISCHIEF,True,978
2018/02/08 05:00:00+00,2355,2355,0 JAMES ST,ALL OTHER OFFENSES,True,979
2018/02/09 05:00:00+00,800,909,100 WOODLAND AV,SIMPLE ASSAULT,False,980
2018/02/09 05:00:00+00,1026,1026,700 JAMES ST,SIMPLE ASSAULT,False,981
2018/02/09 05:00:00+00,1035,1030,600 BUTTERNUT ST,SIMPLE ASSAULT,False,982
2018/02/09 05:00:00+00,1045,1045,200 ROXBURY RD,ALL OTHER OFFENSES,False,983
2018/02/09 05:00:00+00,1215,1215,400 BISHOP AV,SIMPLE ASSAULT,False,984
2018/02/09 05:00:00+00,1339,1339,100 BURDICK AV,POSSESSION/USE DRUG,True,985
2018/02/09 05:00:00+00,1627,1647,300 PALMER AV,POSSESSION/MARIJUANA,False,986
2018/02/09 05:00:00+00,1639,1639,400 S  WARREN ST,OFFN AGAINST FAMILY,False,987
2018/02/09 05:00:00+00,1649,1649,200 TALLMAN ST,POSSESSION/USE DRUG,False,988
2018/02/09 05:00:00+00,1700,1700,1800 E  FAYETTE ST,POSSESSION/USE DRUG,False,989
2018/02/09 05:00:00+00,1726,1726,600 ATLANTIC AV,SIMPLE ASSAULT,False,990
2018/02/09 05:00:00+00,1802,1802,200 LILAC ST,CRIMINAL MISCHIEF,True,991
2018/02/09 05:00:00+00,1814,1814,0 S  SALINA ST,POSSESSION/MARIJUANA,False,992
2018/02/09 05:00:00+00,1816,1816,600 RICHMOND AV,CRIMINAL MISCHIEF,True,993
2018/02/09 05:00:00+00,1830,1830,0 TALLMAN ST,POSSESSION/MARIJUANA,False,994
2018/02/09 05:00:00+00,1900,1900,100 W  BORDEN AV,POSSESSION/MARIJUANA,True,995
2018/02/09 05:00:00+00,1929,1929,100 E  KENNEDY ST,POSSESSION/MARIJUANA,True,996
2018/02/09 05:00:00+00,1954,1954,0 FOREST AV,ALL OTHER OFFENSES,True,997
2018/02/13 05:00:00+00,2227,2227,1000 OAK ST,ALL OTHER OFFENSES,True,998
2018/02/09 05:00:00+00,2002,2002,100 W  CORNING AV,POSSESSION/MARIJUANA,True,999
2018/02/09 05:00:00+00,2009,2009,0 BUTTERNUT ST,ALL OTHER OFFENSES,True,1000
2018/02/09 05:00:00+00,2118,2118,1000 S  CLINTON ST,OFFN AGAINST FAMILY,False,1001
2018/02/21 05:00:00+00,1247,1247,300 FITCH SCH,POSSESSION/MARIJUANA,True,1002
2018/02/21 05:00:00+00,1337,1337,100 NORWOOD AV,POSSESSION/MARIJUANA,False,1003
2018/02/21 05:00:00+00,1521,1521,200 LAKEVIEW AV,ALL OTHER OFFENSES,False,1004
2018/02/21 05:00:00+00,1701,1701,100 LYNWOOD AV,SIMPLE ASSAULT,False,1005
2018/02/21 05:00:00+00,1650,1704,200 SEELEY RD,SIMPLE ASSAULT,False,1006
2018/02/21 05:00:00+00,1705,1705,0 DABLON CT,POSSESSION/MARIJUANA,True,1007
2018/02/21 05:00:00+00,1705,1800,2200 S  SALINA ST,ALL OTHER OFFENSES,False,1008
2018/02/21 05:00:00+00,1725,1725,100 DABLON CT,OFFN AGAINST FAMILY,False,1009
2018/02/21 05:00:00+00,1727,1727,0 STEWART CT,POSSESSION/MARIJUANA,True,1010
2018/02/21 05:00:00+00,1737,1800,500 CORTLAND AV,ALL OTHER OFFENSES,False,1011
2018/02/21 05:00:00+00,1755,1755,100 DICKERSON ST,ALL OTHER OFFENSES,True,1012
2018/02/21 05:00:00+00,1759,1759,0 STONE CT,POSSESSION/MARIJUANA,True,1013
2018/02/21 05:00:00+00,1808,1808,1100 S  SALINA ST,SIMPLE ASSAULT,False,1014
2018/02/21 05:00:00+00,1819,1819,0 MERRIMAN AV,POSSESSION/MARIJUANA,True,1015
2018/02/21 05:00:00+00,1832,1832,600 S  GEDDES ST,POSSESSION/MARIJUANA,True,1016
2018/02/21 05:00:00+00,1849,1849,0 TULLY ST,POSSESSION/MARIJUANA,True,1017
2018/02/21 05:00:00+00,1904,1904,400 ROBERTS AV,OFFN AGAINST FAMILY,False,1018
2018/02/21 05:00:00+00,1952,1952,300 CROSSETT ST,POSSESSION/MARIJUANA,True,1019
2018/02/21 05:00:00+00,2008,2008,300 WARNER AV,POSSESSION/USE DANGEROUS WEAPONS,True,1020
2018/02/21 05:00:00+00,2031,2031,100 W  FLORENCE AV,POSSESSION/USE DANGEROUS WEAPONS,True,1021
2018/02/21 05:00:00+00,2046,2046,0 COURT ST FROM NB I 8 RAMP,DRIVING UNDER INFLUENCE,False,1022
2018/02/21 05:00:00+00,2145,2145,1200 PARK ST,SIMPLE ASSAULT,False,1023
2018/02/21 05:00:00+00,2203,2203,0 N  GEDDES ST,POSSESSION/MARIJUANA,False,1024
2018/02/21 05:00:00+00,2204,2204,300 GREEN ST,SIMPLE ASSAULT,False,1025
2018/02/21 05:00:00+00,2246,2246,100 POND ST,POSSESSION/MARIJUANA,False,1026
2018/02/21 05:00:00+00,2311,2311,100 STEUBEN ST,OFFN AGAINST FAMILY,False,1027
2018/02/21 05:00:00+00,1555,1605,100 DABLON CT,CRIMINAL MISCHIEF,True,1028
2018/02/21 05:00:00+00,615,1715,1100 LODI ST,CRIMINAL MISCHIEF,False,1029
2018/02/21 05:00:00+00,1400,1650,100 W  WASHINGTON ST,CRIMINAL MISCHIEF,True,1030
2018/02/22 05:00:00+00,33,112,200 BALLENTYNE RD,POSSESSION/MARIJUANA,False,1031
2018/02/22 05:00:00+00,309,309,100 MARSHALL ST,ALL OTHER OFFENSES,False,1032
2018/02/22 05:00:00+00,451,540,1500 N  SALINA ST,ALL OTHER OFFENSES,False,1033
2018/02/22 05:00:00+00,801,801,100 JAMESVILLE AV,ALL OTHER OFFENSES,True,1034
2018/02/22 05:00:00+00,1122,1122,100 DEARBORN PL,SIMPLE ASSAULT,False,1035
2018/02/22 05:00:00+00,1211,1211,600 PARK ST,ALL OTHER OFFENSES,False,1036
2018/02/22 05:00:00+00,1527,1527,0 E  FAYETTE ST,POSSESSION/USE DRUG,True,1037
2018/02/22 05:00:00+00,1602,1602,0 MERRIMAN AV,SIMPLE ASSAULT,False,1038
2018/02/22 05:00:00+00,1700,1719,1000 JAMES ST,SIMPLE ASSAULT,False,1039
2018/02/22 05:00:00+00,1726,1726,1000 N  SALINA ST,POSSESSION/MARIJUANA,False,1040
2018/02/22 05:00:00+00,1745,1745,600 SOUTH AV,FRAUD,False,1041
2018/02/22 05:00:00+00,1530,1730,500 CLARENDON ST,SIMPLE ASSAULT,False,1042
2018/02/22 05:00:00+00,1756,1756,600 FIRST NORTH ST,ALL OTHER OFFENSES,True,1043
2018/02/22 05:00:00+00,1816,1816,100 GRIFFITHS ST,POSSESSION/MARIJUANA,True,1044
2018/02/22 05:00:00+00,1837,1837,800 FIRST NORTH ST,POSSESSION/MARIJUANA,True,1045
2018/02/22 05:00:00+00,1840,1840,100 W  GLEN AV,POSSESSION/MARIJUANA,True,1046
2018/02/22 05:00:00+00,2046,2046,300 PROSPECT AV,SIMPLE ASSAULT,False,1047
2018/02/22 05:00:00+00,2131,2131,1600 LODI ST,ALL OTHER OFFENSES,False,1048
2018/02/22 05:00:00+00,2255,2255,100 SMITH LN,SIMPLE ASSAULT,False,1049
2018/02/22 05:00:00+00,2320,2325,300 W  KENNEDY ST,SIMPLE ASSAULT,False,1050
2018/02/22 05:00:00+00,2030,2030,1600 W  GENESEE ST,SIMPLE ASSAULT,False,1051
2018/02/13 05:00:00+00,2229,2229,0 W  CORNING AV,POSSESSION/MARIJUANA,True,1052
2018/02/13 05:00:00+00,2313,2313,300 W  NEWELL ST,SIMPLE ASSAULT,False,1053
2018/02/13 05:00:00+00,2324,2324,200 PATTISON ST,DISORDERLY CONDUCT,False,1054
2018/02/13 05:00:00+00,1800,2100,400 ALLEN ST,CRIMINAL MISCHIEF,True,1055
2018/02/14 05:00:00+00,23,23,800 WALNUT AV,CRIMINAL MISCHIEF,True,1056
2018/02/14 05:00:00+00,122,122,600 RICHMOND AV,CRIMINAL MISCHIEF,True,1057
2018/02/14 05:00:00+00,440,445,600 E  DIVISION ST,CRIMINAL MISCHIEF,False,1058
2018/02/14 05:00:00+00,734,734,2700 MIDLAND AV,ALL OTHER OFFENSES,False,1059
2018/02/14 05:00:00+00,900,800,200 W  COLVIN ST,CRIMINAL MISCHIEF,True,1060
2018/02/14 05:00:00+00,800,800,0 W  OSTRANDER AV,FRAUD,False,1061
2018/02/14 05:00:00+00,843,844,600 W  GENESEE ST,SIMPLE ASSAULT,False,1062
2018/02/14 05:00:00+00,930,930,100 KENMORE AV,OFFN AGAINST FAMILY,False,1063
2018/02/14 05:00:00+00,931,931,100 WEISER CT,OFFN AGAINST FAMILY,False,1064
2018/02/14 05:00:00+00,1010,1010,100 BALLANTYNE RD,FRAUD,False,1065
2018/02/14 05:00:00+00,958,958,500 S  STATE ST,POSSESSION/USE DRUG,True,1066
2018/02/14 05:00:00+00,1038,1038,300 WOLF ST,SEX OFFENSES,False,1067
2018/02/14 05:00:00+00,1316,1316,0 EXCHANGE ST,PROSTITUTION PATRON/PROMOTING,True,1068
2018/02/14 05:00:00+00,1329,1329,0 EXCHANGE ST,PROSTITUTION PATRON/PROMOTING,True,1069
2018/02/14 05:00:00+00,1634,1634,900 EMERSON AV,OFFN AGAINST FAMILY,False,1070
2018/02/14 05:00:00+00,1653,1710,300 E  TAYLOR ST,POSSESSION/MARIJUANA,False,1071
2018/02/14 05:00:00+00,1711,1711,0 S  SALINA ST,POSSESSION/MARIJUANA,False,1072
2018/02/14 05:00:00+00,1800,1800,500 VINE ST,SIMPLE ASSAULT,False,1073
2018/02/14 05:00:00+00,1805,1820,800 ONONDAGA AV,POSSESSION/MARIJUANA,False,1074
2018/02/14 05:00:00+00,1819,1819,0 FABIUS ST,POSSESSION/MARIJUANA,False,1075
2018/02/14 05:00:00+00,1840,1840,0 DESINY USA DR,SIMPLE ASSAULT,False,1076
2018/02/14 05:00:00+00,2031,2031,300 HERKIMER ST,CRIMINAL MISCHIEF,True,1077
2018/02/14 05:00:00+00,2130,2130,2100 E  FAYETTE ST,ALL OTHER OFFENSES,True,1078
2018/02/14 05:00:00+00,2239,2239,200 ARLINGTON AV,CRIMINAL MISCHIEF,False,1079
2018/02/15 05:00:00+00,50,50,100 CROLY ST,POSSESSION/MARIJUANA,True,1080
2018/02/15 05:00:00+00,231,231,200 GRUMBACH AV,SIMPLE ASSAULT,True,1081
2018/02/15 05:00:00+00,249,249,800 N  ALVORD ST,ALL OTHER OFFENSES,True,1082
2018/02/15 05:00:00+00,630,735,200 N  TOWNSEND ST,CRIMINAL MISCHIEF,False,1083
2018/02/15 05:00:00+00,805,805,100 GREEN ST,POSSESSION/MARIJUANA,False,1084
2018/02/15 05:00:00+00,2130,830,200 WESTMORELAND AV,CRIMINAL MISCHIEF,True,1085
