DATE,TIMESTART,TIMEEND,ADDRESS,CODE_DEFINED,QualityOfLife,FID
2017/03/06 05:00:00+00,1955,1955,0 CARBON ST,ALL OTHER OFFENSES,True,1566
2017/03/06 05:00:00+00,2006,2006,2600 S  SALINA ST,SIMPLE ASSAULT,False,1567
2017/03/06 05:00:00+00,2013,2013,0 PARK ST,POSSESSION/MARIJUANA,True,1568
2017/03/06 05:00:00+00,2146,2146,100 LOEHR AV,SIMPLE ASSAULT,False,1569
2017/03/06 05:00:00+00,0,0,500 RICHMOND AV,OFFN AGAINST FAMILY,False,1570
2017/03/07 05:00:00+00,7,7,100 ROSE AV,SIMPLE ASSAULT,False,1571
2017/03/07 05:00:00+00,202,202,400 S  ALVORD ST,SIMPLE ASSAULT,False,1572
2017/03/07 05:00:00+00,420,420,100 W  BORDEN AV,SIMPLE ASSAULT,False,1573
2017/03/07 05:00:00+00,800,800,100 IVY RIDGE RD,SIMPLE ASSAULT,False,1574
2017/03/07 05:00:00+00,946,946,300 PINE ST,OFFN AGAINST FAMILY,False,1575
2017/03/07 05:00:00+00,1004,1004,100 SEYMOUR ST,SIMPLE ASSAULT,True,1576
2017/03/07 05:00:00+00,1044,1115,500 BUTTERNUT ST,POSSESSION/MARIJUANA,False,1577
2017/03/07 05:00:00+00,1048,1048,0 KNAUL ST,ALL OTHER OFFENSES,True,1578
2017/03/07 05:00:00+00,1129,1129,0 N  STATE ST,POSSESSION/MARIJUANA,False,1579
2017/03/07 05:00:00+00,1133,1133,0 HAWLEY AV,POSSESSION/MARIJUANA,False,1580
2017/03/07 05:00:00+00,1156,1156,0 PARK ST,POSSESSION/MARIJUANA,False,1581
2017/03/07 05:00:00+00,1224,1224,0 ASH ST,POSSESSION/MARIJUANA,False,1582
2017/03/07 05:00:00+00,1302,1325,300 W  TAYLOR ST,POSSESSION/MARIJUANA,False,1583
2017/03/07 05:00:00+00,1304,1304,0 COSTELLO CT,POSSESSION/MARIJUANA,False,1584
2017/03/07 05:00:00+00,1313,1340,400 TALLMAN ST,POSSESSION/MARIJUANA,False,1585
2017/03/07 05:00:00+00,1329,1329,500 S  STATE ST,OFFN AGAINST FAMILY,False,1586
2017/03/07 05:00:00+00,1338,1338,0 FIRST NORTH ST,POSSESSION/MARIJUANA,True,1587
2017/03/07 05:00:00+00,1345,1345,200 SEELEY RD,CRIMINAL MISCHIEF,False,1588
2017/03/07 05:00:00+00,1531,1531,100 IVY RIDGE RD,SIMPLE ASSAULT,False,1589
2017/03/07 05:00:00+00,1747,1747,100 ASHDALE AV,ALL OTHER OFFENSES,False,1590
2017/03/07 05:00:00+00,1801,1801,2000 S  SALINA ST,SIMPLE ASSAULT,False,1591
2017/03/07 05:00:00+00,1823,1823,500 EMERSON AV,SIMPLE ASSAULT,False,1592
2017/03/07 05:00:00+00,1828,1830,1000 BALLANTYNE RD,CRIMINAL MISCHIEF,True,1593
2017/03/07 05:00:00+00,1830,1830,200 MALVERNE DR,SIMPLE ASSAULT,False,1594
2017/03/07 05:00:00+00,1832,1832,100 DURSTON AV,SIMPLE ASSAULT,False,1595
2017/03/07 05:00:00+00,1835,1835,1200 W  COLVIN ST,SIMPLE ASSAULT,False,1596
2017/03/07 05:00:00+00,2030,2030,0 CENTENNIAL DR,SIMPLE ASSAULT,False,1597
2017/03/07 05:00:00+00,2133,2133,300 RICHMOND AV,SIMPLE ASSAULT,False,1598
2017/03/07 05:00:00+00,830,1415,300 W  FAYETTE ST,CRIMINAL MISCHIEF,True,1599
2017/03/07 05:00:00+00,1200,1030,100 ALBERT TER,CRIMINAL MISCHIEF,True,1600
2017/03/08 05:00:00+00,20,20,2800 BURNET AV,SIMPLE ASSAULT,False,1601
2017/03/08 05:00:00+00,233,233,1100 N  SALINA ST,POSSESSION/MARIJUANA,False,1602
2017/03/08 05:00:00+00,241,241,200 WESTMORELAND AV,SIMPLE ASSAULT,False,1603
2017/03/08 05:00:00+00,349,425,300 PARK ST,POSSESSION/MARIJUANA,False,1604
2017/03/08 05:00:00+00,500,501,100 FOREST HILL DR,SIMPLE ASSAULT,False,1605
2017/03/08 05:00:00+00,933,933,300 S  SALINA ST,ALL OTHER OFFENSES,True,1606
2017/03/08 05:00:00+00,1057,1057,300 ONTARIO ST,POSSESSION/MARIJUANA,True,1607
2017/03/08 05:00:00+00,1200,1235,400 W  BEARD AV,CRIMINAL MISCHIEF,True,1608
2017/03/08 05:00:00+00,1313,1313,400 MERRIMAN AV,POSSESSION/MARIJUANA,False,1609
2017/03/08 05:00:00+00,1352,1352,3100 E  GENESEE ST,DISORDERLY CONDUCT,True,1610
2017/03/08 05:00:00+00,1405,1405,100 OAKWOOD AV,ALL OTHER OFFENSES,False,1611
2017/03/08 05:00:00+00,1457,1457,0 PARKWAY DR,POSSESSION/USE DRUG,True,1612
2017/03/08 05:00:00+00,1546,1546,700 E  ADAMS ST,SIMPLE ASSAULT,False,1613
2017/03/08 05:00:00+00,1635,1635,0 S  STATE ST,POSSESSION/MARIJUANA,True,1614
2017/03/08 05:00:00+00,1705,1705,1100 N  TOWNSEND ST,POSSESSION/MARIJUANA,True,1615
2017/03/08 05:00:00+00,1712,1712,1200 BUTTERNUT ST,POSSESSION/MARIJUANA,False,1616
2017/03/08 05:00:00+00,1740,1740,1500 S  GEDDES ST,CRIMINAL MISCHIEF,False,1617
2017/03/08 05:00:00+00,1751,1751,100 MOONEY AV,CRIMINAL MISCHIEF,True,1618
2017/03/08 05:00:00+00,1755,1755,300 SUNSET AV,POSSESSION/MARIJUANA,False,1619
2017/03/08 05:00:00+00,1810,1810,100 LAKEVIEW AV,POSSESSION/MARIJUANA,True,1620
2017/03/08 05:00:00+00,1824,1824,0 GIFFORD ST,POSSESSION/MARIJUANA,False,1621
2017/03/08 05:00:00+00,1840,1840,0 OTISCO ST,POSSESSION/MARIJUANA,False,1622
2017/03/08 05:00:00+00,1851,1851,0 MERRIMAN AV,POSSESSION/MARIJUANA,False,1623
2017/03/08 05:00:00+00,2003,2003,0 TALLMAN ST,POSSESSION/MARIJUANA,False,1624
2017/03/08 05:00:00+00,2028,2028,600 ONONDAGA AV,POSSESSION/MARIJUANA,False,1625
2017/03/08 05:00:00+00,2036,2036,5800 THOMPSON RD,DISORDERLY CONDUCT,True,1626
2017/03/08 05:00:00+00,2101,2101,300 JOHN ST,POSSESSION/USE DRUG,False,1627
2017/03/08 05:00:00+00,2123,2123,800 E  BRIGHTON AV,CRIMINAL MISCHIEF,True,1628
2017/03/08 05:00:00+00,2155,2155,0 W  ONONDAGA ST,POSSESSION/MARIJUANA,False,1629
2017/03/08 05:00:00+00,2255,2255,0 FITCH ST,ALL OTHER OFFENSES,False,1630
2017/03/08 05:00:00+00,2358,2358,0 WALSH CIR,POSSESSION/USE DRUG,True,1631
2017/03/09 05:00:00+00,125,125,200 WOLF ST,CRIMINAL MISCHIEF,True,1632
2017/03/09 05:00:00+00,133,133,0 W  ONONDAGA ST,POSSESSION/MARIJUANA,False,1633
2017/03/09 05:00:00+00,153,153,500 W  BRIGHTON AV,CRIMINAL MISCHIEF,False,1634
2017/03/09 05:00:00+00,500,500,100 RIVERDALE DR,CRIMINAL MISCHIEF,True,1635
2017/03/09 05:00:00+00,818,818,800 TEALL AV,CRIMINAL MISCHIEF,True,1636
2017/03/09 05:00:00+00,140,925,3000 ERIE BLVD E,SIMPLE ASSAULT,False,1637
2017/03/09 05:00:00+00,927,927,500 RICHMOND AV,OFFN AGAINST FAMILY,False,1638
2017/03/09 05:00:00+00,1129,1129,0 SLOCUM AV,POSSESSION/USE DRUG,False,1639
2017/03/09 05:00:00+00,1231,1231,500 S  STATE ST,ALL OTHER OFFENSES,False,1640
2017/03/09 05:00:00+00,1233,1233,500 S  STATE ST,ALL OTHER OFFENSES,False,1641
2017/03/09 05:00:00+00,1238,1238,200 ASH ST,SIMPLE ASSAULT,False,1642
2017/03/09 05:00:00+00,1313,1313,0 WALSH CIR,ALL OTHER OFFENSES,False,1643
2017/03/09 05:00:00+00,1336,1336,0 MERRIMAN AV,POSSESSION/MARIJUANA,True,1644
2017/03/09 05:00:00+00,1351,1351,0 BARRETT ST,POSSESSION/MARIJUANA,False,1645
2017/03/09 05:00:00+00,1358,1358,200 CONGRESS AV,POSSESSION/USE DRUG,False,1646
2017/03/09 05:00:00+00,1358,1358,600 ROBINSON ST,SIMPLE ASSAULT,False,1647
2017/03/09 05:00:00+00,1404,1404,3100 E  GENESEE ST,POSSESSION/MARIJUANA,True,1648
2017/03/09 05:00:00+00,1427,1427,700 LEMOYNE AV,SIMPLE ASSAULT,False,1649
2017/03/09 05:00:00+00,1428,1428,0 DELAWARE ST,POSSESSION/MARIJUANA,False,1650
2017/03/15 04:00:00+00,1834,1834,0 S  GEDDES ST,POSSESSION/USE DRUG,False,1651
2017/03/15 04:00:00+00,1901,1901,100 N  LOWELL AV,SIMPLE ASSAULT,False,1652
2017/03/15 04:00:00+00,1907,1907,0 N  GEDDES ST,POSSESSION/MARIJUANA,False,1653
2017/03/15 04:00:00+00,1933,1933,2000 E  FAYETTE ST,ALL OTHER OFFENSES,False,1654
2017/03/15 04:00:00+00,2148,2148,0 HIGHLAND AV,POSSESSION/MARIJUANA,False,1655
2017/03/15 04:00:00+00,2258,2258,0 COURT ST,POSSESSION/MARIJUANA,True,1656
2017/03/15 04:00:00+00,2301,2301,0 LODI ST,POSSESSION/USE DRUG,False,1657
2017/03/15 04:00:00+00,2336,2336,200 JOHN ST,POSSESSION/MARIJUANA,False,1658
2017/03/15 04:00:00+00,2030,2100,1 DESTINY USA DR,CRIMINAL MISCHIEF,True,1659
2017/03/16 04:00:00+00,53,53,800 SALT SPRINGS RD,POSSESSION/USE DANGEROUS WEAPONS,True,1660
2017/03/16 04:00:00+00,134,134,200 GREENWOOD PL,SIMPLE ASSAULT,False,1661
2017/03/16 04:00:00+00,218,218,0 DANFORTH ST,POSSESSION/MARIJUANA,True,1662
2017/03/16 04:00:00+00,236,236,200 CREHANGE ST,SIMPLE ASSAULT,False,1663
2017/03/16 04:00:00+00,414,414,0 JAMES ST,ALL OTHER OFFENSES,True,1664
2017/03/16 04:00:00+00,429,429,100 SPRING ST,SIMPLE ASSAULT,False,1665
2017/03/16 04:00:00+00,700,700,200 CLIFTON PL,ALL OTHER OFFENSES,False,1666
2017/03/16 04:00:00+00,713,708,200 WOODBINE AV,SIMPLE ASSAULT,False,1667
2017/03/16 04:00:00+00,1132,1132,500 S  STATE ST,ALL OTHER OFFENSES,False,1668
2017/03/16 04:00:00+00,1600,800,1000 N  TOWNSEND ST,CRIMINAL MISCHIEF,True,1669
2017/03/16 04:00:00+00,1400,1400,1700 S  SALINA ST,CRIMINAL MISCHIEF,True,1670
2017/03/16 04:00:00+00,1557,1557,200 SENECA DR,SIMPLE ASSAULT,False,1671
2017/03/16 04:00:00+00,1611,1621,300 S  COLLINGWOOD AV,SIMPLE ASSAULT,False,1672
2017/03/16 04:00:00+00,900,1829,300 VILLAGE DR,CRIMINAL MISCHIEF,False,1673
2017/03/16 04:00:00+00,1714,1714,100 GRASSMAN AV,POSSESSION/MARIJUANA,False,1674
2017/03/16 04:00:00+00,1724,1724,0 WOOD AV,POSSESSION/MARIJUANA,True,1675
2017/03/16 04:00:00+00,1745,1810,300 SHONNARD ST,POSSESSION/MARIJUANA,False,1676
2017/03/16 04:00:00+00,1859,1859,500 GIFFORD ST,POSSESSION/MARIJUANA,False,1677
2017/03/16 04:00:00+00,1928,1928,1000 MIDLAND AV,POSSESSION/MARIJUANA,False,1678
2017/03/16 04:00:00+00,1931,1931,300 PUTNAM ST,CRIMINAL MISCHIEF,True,1679
2017/03/16 04:00:00+00,2002,2002,300 W  ONONDAGA ST,POSSESSION/MARIJUANA,False,1680
2017/03/16 04:00:00+00,2019,2039,700 W  BRIGHTON AV,POSSESSION/MARIJUANA,False,1681
2017/03/16 04:00:00+00,2046,2046,400 DANFORTH ST,CRIMINAL MISCHIEF,True,1682
2017/03/16 04:00:00+00,2108,2108,400 ALLEN ST,SIMPLE ASSAULT,True,1683
2017/03/16 04:00:00+00,2109,2130,600 W  NEWELL ST,POSSESSION/MARIJUANA,False,1684
2017/03/16 04:00:00+00,2151,2151,700 BROAD ST,POSSESSION/MARIJUANA,True,1685
2017/03/16 04:00:00+00,2202,2202,200 EAST AV,POSSESSION/MARIJUANA,True,1686
2017/03/16 04:00:00+00,2229,2229,100 ROBINSON ST,POSSESSION/MARIJUANA,True,1687
2017/03/16 04:00:00+00,2230,2230,400 JAMES ST,ALL OTHER OFFENSES,True,1688
2017/03/16 04:00:00+00,2305,2305,1600 HAWLEY AV,SIMPLE ASSAULT,False,1689
2017/03/16 04:00:00+00,2312,2312,0 W  BISSELL ST,ALL OTHER OFFENSES,True,1690
2017/03/16 04:00:00+00,2331,2331,0 S  EDWARDS AV,ALL OTHER OFFENSES,True,1691
2017/03/16 04:00:00+00,2331,2331,800 PARK ST,POSSESSION/MARIJUANA,True,1692
2017/03/16 04:00:00+00,1110,1110,500 GARFIELD AV,OFFN AGAINST FAMILY,False,1693
2017/03/17 04:00:00+00,121,121,0 BLAINE ST,ALL OTHER OFFENSES,True,1694
2017/03/17 04:00:00+00,310,310,400 JAMES ST,POSSESSION/MARIJUANA,True,1695
2017/03/17 04:00:00+00,640,640,200 WESTMORELAND AV,SIMPLE ASSAULT,False,1696
2017/03/17 04:00:00+00,620,800,300 SUNSET AV,CRIMINAL MISCHIEF,False,1697
2017/03/17 04:00:00+00,2030,847,100 RIVERDALE DR,SIMPLE ASSAULT,False,1698
2017/03/17 04:00:00+00,944,944,0 WALSH CIR,ALL OTHER OFFENSES,False,1699
2017/03/17 04:00:00+00,1200,1254,400 DELAWARE ST,SIMPLE ASSAULT,False,1700
2017/03/09 05:00:00+00,1445,1445,300 S  SALINA ST,ALL OTHER OFFENSES,False,1701
2017/03/09 05:00:00+00,1459,1459,800 LANCASTER AV,FRAUD,False,1702
2017/03/09 05:00:00+00,1523,1523,100 S  CARBON ST,POSSESSION/USE DRUG,True,1703
2017/03/09 05:00:00+00,2100,900,100 FOREST AV,CRIMINAL MISCHIEF,True,1704
2017/03/09 05:00:00+00,1613,1613,700 TURTLE ST,DISORDERLY CONDUCT,False,1705
2017/03/09 05:00:00+00,1418,1430,500 WOLF ST,POSSESSION/MARIJUANA,False,1706
2017/03/09 05:00:00+00,1626,1626,2900 E  GENESEE ST,FORGERY/COUNTERFEIT,False,1707
2017/03/09 05:00:00+00,1702,1702,0 GIFFORD ST,ALL OTHER OFFENSES,True,1708
2017/03/09 05:00:00+00,1747,1747,900 ONONDAGA AV,POSSESSION/MARIJUANA,False,1709
2017/03/09 05:00:00+00,1807,1807,0 MIDLAND AV,POSSESSION/MARIJUANA,True,1710
2017/03/09 05:00:00+00,1837,1837,1300 S  STATE ST,POSSESSION/MARIJUANA,False,1711
2017/03/09 05:00:00+00,1857,1857,200 HUTCHINSON AV,POSSESSION/MARIJUANA,True,1712
2017/03/09 05:00:00+00,1858,1858,0 W  BEARD AV,POSSESSION/MARIJUANA,True,1713
2017/03/09 05:00:00+00,1930,1930,0 DABLON CT,POSSESSION/MARIJUANA,True,1714
2017/03/09 05:00:00+00,2006,2006,0 PARK ST,POSSESSION/MARIJUANA,False,1715
2017/03/09 05:00:00+00,2049,2049,200 ESSEX ST,POSSESSION/MARIJUANA,False,1716
2017/03/09 05:00:00+00,2051,2051,3000 MIDLAND AV,POSSESSION/USE DRUG,True,1717
2017/03/09 05:00:00+00,2148,2148,300 APPLE ST,SIMPLE ASSAULT,False,1718
2017/03/09 05:00:00+00,1200,1830,600 WADSWORTH ST,FRAUD,False,1719
2017/03/09 05:00:00+00,2000,900,200 W  BEARD AV,CRIMINAL MISCHIEF,True,1720
2017/03/09 05:00:00+00,2300,610,300 VINCENT ST,CRIMINAL MISCHIEF,True,1721
2017/03/10 05:00:00+00,22,22,100 SMITH LN,OFFN AGAINST FAMILY,False,1722
2017/03/10 05:00:00+00,144,144,0 JAMES ST,POSSESSION/MARIJUANA,False,1723
2017/03/10 05:00:00+00,255,255,200 HOEFLER ST,OFFN AGAINST FAMILY,True,1724
2017/03/10 05:00:00+00,200,900,100 HOPE AV,CRIMINAL MISCHIEF,True,1725
2017/03/10 05:00:00+00,1012,1012,0 WALSH CIR,ALL OTHER OFFENSES,False,1726
2017/03/10 05:00:00+00,1014,1014,100 W  CALTHROP AV,CRIMINAL MISCHIEF,True,1727
2017/03/10 05:00:00+00,1030,1030,0 WALSH CIR,ALL OTHER OFFENSES,True,1728
2017/03/10 05:00:00+00,1135,1135,500 S  STATE ST,OFFN AGAINST FAMILY,False,1729
2017/03/10 05:00:00+00,1135,1135,300 W  NEWELL ST,OFFN AGAINST FAMILY,False,1730
2017/03/10 05:00:00+00,1222,1222,600 N  LOWELL AV,FRAUD,False,1731
2017/03/10 05:00:00+00,1900,1225,300 ONONDAGA AV,OFFN AGAINST FAMILY,False,1732
2017/03/10 05:00:00+00,1259,1259,1000 S  GEDDES ST,POSSESSION/MARIJUANA,False,1733
2017/03/10 05:00:00+00,1301,1301,0 KELLOGG ST,POSSESSION/USE DRUG,False,1734
2017/03/10 05:00:00+00,1309,1309,0 GIFFORD ST,OFFN AGAINST FAMILY,False,1735
2017/03/10 05:00:00+00,1335,1335,0 FABIUS ST,POSSESSION/MARIJUANA,False,1736
2017/03/10 05:00:00+00,1418,1418,1200 PARK ST,SIMPLE ASSAULT,False,1737
2017/03/10 05:00:00+00,1824,1824,0 RICHMOND AV,POSSESSION/MARIJUANA,False,1738
2017/03/10 05:00:00+00,2028,2028,1300 MIDLAND AV,POSSESSION/MARIJUANA,False,1739
2017/03/10 05:00:00+00,2150,2201,900 JAMES ST,SIMPLE ASSAULT,False,1740
2017/03/10 05:00:00+00,2205,2200,1300 PARK ST,SIMPLE ASSAULT,False,1741
2017/03/10 05:00:00+00,2311,2311,0 SEYMOUR ST,ALL OTHER OFFENSES,False,1742
2017/03/10 05:00:00+00,2324,2324,500 S  CLINTON ST,SIMPLE ASSAULT,False,1743
2017/03/11 05:00:00+00,14,14,1 DESTINY USA DR,SIMPLE ASSAULT,False,1744
2017/03/11 05:00:00+00,31,31,900 ONONDAGA AV,SIMPLE ASSAULT,True,1745
2017/03/11 05:00:00+00,25,31,100 WENTE TER,SIMPLE ASSAULT,False,1746
2017/03/11 05:00:00+00,215,220,900 W  LAFAYETTE AV,SIMPLE ASSAULT,False,1747
2017/03/11 05:00:00+00,450,450,1000 CARBON ST,CRIMINAL MISCHIEF,True,1748
2017/03/11 05:00:00+00,611,611,300 WARHAM ST,CRIMINAL MISCHIEF,True,1749
2017/03/11 05:00:00+00,639,639,300 WARHAM ST,CRIMINAL MISCHIEF,True,1750
2017/03/17 04:00:00+00,1235,1235,100 ROOSEVELT AV,OFFN AGAINST FAMILY,False,1751
2017/03/17 04:00:00+00,1300,1300,400 LILLIAN AV,SIMPLE ASSAULT,False,1752
2017/03/17 04:00:00+00,1321,1321,100 CATAWBA ST,POSSESSION/MARIJUANA,False,1753
2017/03/17 04:00:00+00,1404,1404,0 CONGRESS AV,POSSESSION/MARIJUANA,False,1754
2017/03/17 04:00:00+00,1501,1501,300 ELM ST,CRIMINAL MISCHIEF,False,1755
2017/03/17 04:00:00+00,1502,1502,100 DELAWARE ST,POSSESSION/USE DRUG,False,1756
2017/03/17 04:00:00+00,1515,1530,700 FIRST NORTH ST,SIMPLE ASSAULT,False,1757
2017/03/17 04:00:00+00,1549,1549,400 TEMPLE ST,POSSESSION/MARIJUANA,True,1758
2017/03/17 04:00:00+00,1641,1641,1900 S  STATE ST,POSSESSION/MARIJUANA,True,1759
2017/03/17 04:00:00+00,1701,1701,0 STEWART CT,ALL OTHER OFFENSES,True,1760
2017/03/17 04:00:00+00,1715,1715,1900 S  STATE ST,ALL OTHER OFFENSES,True,1761
2017/03/17 04:00:00+00,1723,1723,1300 MIDLAND AV,POSSESSION/USE DRUG,False,1762
2017/03/17 04:00:00+00,1733,1750,100 WOOD AV,POSSESSION/MARIJUANA,False,1763
2017/03/17 04:00:00+00,1732,1732,900 N  MCBRIDE ST,SIMPLE ASSAULT,False,1764
2017/03/17 04:00:00+00,1733,1733,0 FERNWOOD AV,ALL OTHER OFFENSES,True,1765
2017/03/17 04:00:00+00,1737,1737,200 SHOTWELL PK,OFFN AGAINST FAMILY,False,1766
2017/03/17 04:00:00+00,1802,1802,0 SABINE ST,POSSESSION/MARIJUANA,True,1767
2017/03/17 04:00:00+00,1830,1900,2000 S  SALINA ST,POSSESSION/MARIJUANA,True,1768
2017/03/17 04:00:00+00,1857,1857,2600 MIDLAND AV,POSSESSION/MARIJUANA,True,1769
2017/03/17 04:00:00+00,1900,1950,100 CROYDEN RD,OFFN AGAINST FAMILY,False,1770
2017/03/17 04:00:00+00,1931,1933,400 WYOMING ST,SIMPLE ASSAULT,False,1771
2017/03/17 04:00:00+00,2135,2137,1 DESTINY USA DR,OFFN AGAINST FAMILY,False,1772
2017/03/18 04:00:00+00,0,4,1200 PARK ST,CRIMINAL MISCHIEF,False,1773
2017/03/18 04:00:00+00,211,211,100 PUTNAM ST,SIMPLE ASSAULT,False,1774
2017/03/18 04:00:00+00,229,229,1200 W  GENESEE ST,DRIVING UNDER INFLUENCE,False,1775
2017/03/18 04:00:00+00,250,258,100 GREEN PL,SIMPLE ASSAULT,False,1776
2017/03/18 04:00:00+00,312,312,100 FENTON ST,OFFN AGAINST FAMILY,False,1777
2017/03/18 04:00:00+00,324,324,500 S  GEDDES ST,SIMPLE ASSAULT,True,1778
2017/03/18 04:00:00+00,846,846,100 BRIGGS ST,ALL OTHER OFFENSES,False,1779
2017/03/18 04:00:00+00,920,920,200 MAY AV,CRIMINAL MISCHIEF,True,1780
2017/03/18 04:00:00+00,1040,1058,1800 E  FAYETTE ST,ALL OTHER OFFENSES,True,1781
2017/03/18 04:00:00+00,1111,1111,0 S  SALINA ST,ALL OTHER OFFENSES,True,1782
2017/03/18 04:00:00+00,1030,1030,400 DELEWARE ST,SIMPLE ASSAULT,False,1783
2017/03/18 04:00:00+00,1121,1121,0 S  SALINA ST,POSSESSION/MARIJUANA,True,1784
2017/03/18 04:00:00+00,1149,1149,400 ARTHUR ST,ALL OTHER OFFENSES,False,1785
2017/03/18 04:00:00+00,1155,1155,0 MERRIMAN AV,POSSESSION/MARIJUANA,False,1786
2017/03/18 04:00:00+00,1238,1238,0 GIFFORD ST,POSSESSION/MARIJUANA,False,1787
2017/03/18 04:00:00+00,1357,1357,4200 S  SALINA ST,POSSESSION/MARIJUANA,False,1788
2017/03/18 04:00:00+00,1547,1547,0 W  COLVIN ST,POSSESSION/MARIJUANA,False,1789
2017/03/18 04:00:00+00,1653,1656,100 E  BEARD AV,POSSESSION/MARIJUANA,False,1790
2017/03/18 04:00:00+00,1706,1706,0 WB I690 AT TEALL AV,DRIVING UNDER INFLUENCE,False,1791
2017/03/18 04:00:00+00,1820,1820,200 N  MIDLER AV,DISORDERLY CONDUCT,False,1792
2017/03/18 04:00:00+00,1918,1918,300 MIDLAND AV,SIMPLE ASSAULT,False,1793
2017/03/18 04:00:00+00,2236,2236,3000 ERIE BLVD E,SIMPLE ASSAULT,False,1794
2017/03/18 04:00:00+00,2239,2239,100 KENWOOD AV,DRIVING UNDER INFLUENCE,True,1795
2017/03/18 04:00:00+00,2306,2306,700 W  ONONDAGA ST,CRIMINAL MISCHIEF,True,1796
2017/03/18 04:00:00+00,2348,2348,100 HATCH ST,POSSESSION/MARIJUANA,True,1797
2017/03/18 04:00:00+00,2330,2340,100 S  LOWELL AV,SIMPLE ASSAULT,False,1798
2017/03/19 04:00:00+00,109,109,600 SECOND NORTH ST,POSSESSION/MARIJUANA,False,1799
2017/03/19 04:00:00+00,155,220,500 MIDLAND AV,POSSESSION/MARIJUANA,False,1800
2017/03/13 04:00:00+00,1657,1657,0 BURT ST,ALL OTHER OFFENSES,False,1801
2017/03/13 04:00:00+00,1200,1200,100 CATHERINE ST,SIMPLE ASSAULT,False,1802
2017/03/13 04:00:00+00,1706,1706,0 GRASSMAN AV,POSSESSION/MARIJUANA,True,1803
2017/03/13 04:00:00+00,1720,1720,200 SENECA ST,OFFN AGAINST FAMILY,False,1804
2017/03/13 04:00:00+00,1725,1725,500 S  GEDDES ST,ALL OTHER OFFENSES,False,1805
2017/03/13 04:00:00+00,1744,1744,200 W  CALTHROP AV,STOLEN PROPERTY,False,1806
2017/03/13 04:00:00+00,1753,1753,0 SHERIDAN DR,POSSESSION/USE DRUG,True,1807
2017/03/13 04:00:00+00,1800,1801,100 ALBERT TER,POSSESSION/USE DANGEROUS WEAPONS,False,1808
2017/03/13 04:00:00+00,1835,1835,0 W  BRIGHTON AV,ALL OTHER OFFENSES,False,1809
2017/03/13 04:00:00+00,1849,1849,200 KELLOGG ST,POSSESSION/MARIJUANA,False,1810
2017/03/13 04:00:00+00,1952,1952,0 SPRING ST,POSSESSION/MARIJUANA,False,1811
2017/03/13 04:00:00+00,2031,2031,200 OSTROM AV,POSSESSION/MARIJUANA,True,1812
2017/03/13 04:00:00+00,2043,2043,1000 POND ST,CRIMINAL MISCHIEF,False,1813
2017/03/13 04:00:00+00,2113,2113,1800 E  FAYETTE ST,POSSESSION/MARIJUANA,True,1814
2017/03/13 04:00:00+00,2159,2159,400 GRIFFITHS ST,CRIMINAL MISCHIEF,True,1815
2017/03/13 04:00:00+00,2310,2310,400 LILLIAN AV,SIMPLE ASSAULT,False,1816
2017/03/13 04:00:00+00,2320,2320,600 CATHERINE ST,CRIMINAL MISCHIEF,True,1817
2017/03/13 04:00:00+00,2200,430,100 W  OSTRANDER AV,CRIMINAL MISCHIEF,True,1818
2017/03/13 04:00:00+00,1200,1200,100 SIDMAN AV,FRAUD,False,1819
2017/03/14 04:00:00+00,116,116,0 WILKINSON ST,POSSESSION/MARIJUANA,True,1820
2017/03/14 04:00:00+00,149,149,500 S  CLINTON ST,SIMPLE ASSAULT,False,1821
2017/03/14 04:00:00+00,216,216,700 E  ADAMS ST,SIMPLE ASSAULT,False,1822
2017/03/11 05:00:00+00,1900,850,400 CRAIG ST,CRIMINAL MISCHIEF,True,1823
2017/03/14 04:00:00+00,648,648,400 OAKWOOD AV,SIMPLE ASSAULT,False,1824
2017/03/14 04:00:00+00,1110,735,200 GENESEE PARK DR,OFFN AGAINST FAMILY,False,1825
2017/03/14 04:00:00+00,912,912,100 N  GEDDES ST,OFFN AGAINST FAMILY,False,1826
2017/03/14 04:00:00+00,0,925,200 GLENWOOD AV,FRAUD,False,1827
2017/03/14 04:00:00+00,1019,1019,500 S  STATE ST,ALL OTHER OFFENSES,False,1828
2017/03/14 04:00:00+00,1115,1120,300 MIDLAND AV,CRIMINAL MISCHIEF,False,1829
2017/03/14 04:00:00+00,1252,1252,500 S  STATE ST,ALL OTHER OFFENSES,False,1830
2017/03/14 04:00:00+00,1253,1253,500 S  STATE ST,ALL OTHER OFFENSES,False,1831
2017/03/14 04:00:00+00,1253,1253,500 S  STATE ST,ALL OTHER OFFENSES,False,1832
2017/03/14 04:00:00+00,1500,1508,200 PAUL AV,SIMPLE ASSAULT,False,1833
2017/03/14 04:00:00+00,1730,1741,1100 N  SALINA ST,CRIMINAL MISCHIEF,False,1834
2017/03/14 04:00:00+00,1924,1909,1800 E  FAYETTE ST,CRIMINAL MISCHIEF,False,1835
2017/03/14 04:00:00+00,1944,1944,200 LAKEVIEW AV,SIMPLE ASSAULT,False,1836
2017/03/14 04:00:00+00,2057,2057,900 BELLEVUE AV,DRIVING UNDER INFLUENCE,False,1837
2017/03/14 04:00:00+00,2149,2145,200 BELLEVUE AV,CRIMINAL MISCHIEF,False,1838
