DATEEND,TIMESTART,TIMEEND,ADDRESS,CODE_DEFINED,QualityOfLife,FID
2020/02/28 05:00:00+00,2330,1330,100 WOODBINE AV     ,CRIMINAL MISCHIEF,False,1221
2020/03/02 05:00:00+00,1213,1213,400 GRAVES ST     ,POSSESSION/MARIJUANA,True,1222
2020/03/05 05:00:00+00,1645,1645,100 MERRIMAN AV     ,POSSESSION/MARIJUANA,False,1223
2020/03/08 05:00:00+00,2120,157,200 W  CORNING AV     ,SIMPLE ASSAULT,True,1224
2020/03/03 05:00:00+00,2130,530,100 E  JEFFERSON ST     ,CRIMINAL MISCHIEF,False,1225
2020/02/25 05:00:00+00,128,128,300 S  GEDDES ST     ,ALL OTHER OFFENSES,False,1226
2020/02/29 05:00:00+00,25,25,500 MASSENA ST     ,POSSESSION/MARIJUANA,False,1227
2020/03/02 05:00:00+00,1025,1025,400 N  TOWNSEND ST     ,SIMPLE ASSAULT,True,1228
2020/03/05 05:00:00+00,1753,1753,500 S  SALINA ST     ,POSSESSION/MARIJUANA,False,1229
2020/03/08 05:00:00+00,333,333,100 DELAWARE ST     ,DRIVING UNDER INFLUENCE,False,1230
2020/03/04 05:00:00+00,3,3,800 S  CLINTON ST     ,POSSESSION/MARIJUANA,False,1231
2020/02/25 05:00:00+00,816,819,200 SENECA DR     ,CRIMINAL MISCHIEF,True,1232
2020/02/29 05:00:00+00,147,147,100 WHITE ST     ,POSSESSION/MARIJUANA,False,1233
2020/03/02 05:00:00+00,600,1101,1700 ERIE BLVD E ,FORGERY/COUNTERFEIT,True,1234
2020/03/05 05:00:00+00,1843,1843,500 E  WILLOW ST     ,POSSESSION/USE DRUG,False,1235
2020/03/08 05:00:00+00,354,354,300 OAK ST     ,CRIMINAL MISCHIEF,True,1236
2020/03/04 05:00:00+00,7,7,100 AMHERST AV     ,POSSESSION/MARIJUANA,False,1237
2020/02/25 05:00:00+00,841,841,500 HERKIMER ST     ,SIMPLE ASSAULT,True,1238
2020/02/29 05:00:00+00,255,255,300 OAKWOOD AV     ,SIMPLE ASSAULT,True,1239
2020/03/02 05:00:00+00,1000,1108,300 COURT ST     ,SIMPLE ASSAULT,True,1240
2020/03/05 05:00:00+00,2120,2124,700 E  LAUREL ST     ,CRIMINAL MISCHIEF,True,1241
2020/03/08 05:00:00+00,500,500,900 S  MCBRIDE ST     ,POSSESSION/MARIJUANA,True,1242
2020/03/04 05:00:00+00,40,40,300 HATCH ST     ,ALL OTHER OFFENSES,False,1243
2020/03/04 05:00:00+00,48,48,400 W  MARTIN LUTHER KING        ,POSSESSION/MARIJUANA,False,1244
2020/03/04 05:00:00+00,137,137,100 RAMSEY AV     ,POSSESSION/MARIJUANA,True,1245
2020/03/04 05:00:00+00,246,246,2900 JAMES ST     ,DRIVING UNDER INFLUENCE,True,1246
2020/03/04 05:00:00+00,405,405,700 GRANT BLVD   ,ALL OTHER OFFENSES,True,1247
2020/03/04 05:00:00+00,0,0,300 WADSWORTH ST     ,CRIMINAL MISCHIEF,True,1248
2020/03/04 05:00:00+00,800,800,200 BEATTIE ST     ,POSSESSION/MARIJUANA,False,1249
2020/03/04 05:00:00+00,2230,700,100 WIMAN AV     ,CRIMINAL MISCHIEF,True,1250
2020/03/04 05:00:00+00,800,1020,700 CATHERINE ST     ,KIDNAPPING,True,1251
2020/03/04 05:00:00+00,1045,1045,2700 E  FAYETTE ST     ,POSSESSION/MARIJUANA,False,1252
2020/03/04 05:00:00+00,1315,1315,400 JAMES ST     ,ALL OTHER OFFENSES,True,1253
2020/03/04 05:00:00+00,1232,1232,2400 GRANT BLVD   ,OFFN AGAINST FAMILY,False,1254
2020/03/04 05:00:00+00,1310,1317,200 PUTNAM ST     ,SIMPLE ASSAULT,True,1255
2020/03/04 05:00:00+00,1152,1152,4900 W  GENESEE ST     ,POSSESSION/MARIJUANA,False,1256
2020/03/04 05:00:00+00,1407,1413,200 ERICKSON ST     ,SIMPLE ASSAULT,True,1257
2020/03/04 05:00:00+00,1605,1605,500 BELLEVUE AV     ,POSSESSION/MARIJUANA,False,1258
2020/03/04 05:00:00+00,1630,1630,900 MILTON AV     ,SIMPLE ASSAULT,True,1259
2020/03/04 05:00:00+00,1631,1631,300 GIFFORD ST     ,POSSESSION/MARIJUANA,False,1260
2020/03/04 05:00:00+00,1649,1649,100 DICKERSON ST     ,ALL OTHER OFFENSES,False,1261
2020/03/04 05:00:00+00,2200,1809,100 PARKWAY DR     ,OFFN AGAINST FAMILY,True,1262
2020/03/04 05:00:00+00,1831,1831,700 JAMES ST     ,OFFN AGAINST FAMILY,True,1263
2020/03/04 05:00:00+00,1935,1935,800 S  WEST ST     ,CRIMINAL MISCHIEF,True,1264
2020/03/04 05:00:00+00,2011,2020,200 N  GEDDES ST     ,OFFN AGAINST FAMILY,True,1265
2020/03/04 05:00:00+00,2116,2116,300 LYNCH AV     ,SIMPLE ASSAULT,True,1266
2020/03/04 05:00:00+00,2254,2254,0 WALSH CIR    ,POSSESSION/MARIJUANA,True,1267
2020/03/04 05:00:00+00,2238,2238,2500 ERIE BLVD E ,POSSESSION/USE DRUG,False,1268
2020/03/04 05:00:00+00,1300,1402,600 W  ONONDAGA ST     ,OFFN AGAINST FAMILY,True,1269
2020/03/04 05:00:00+00,316,640,100 W  FAYETTE ST     ,OFFN AGAINST FAMILY,False,1270
2020/03/04 05:00:00+00,1835,735,200 S  WARREN ST     ,CRIMINAL MISCHIEF,False,1271
2020/03/05 05:00:00+00,2342,43,100 ROBINSON ST     ,POSSESSION/USE DANGEROUS WEAPONS,False,1272
2020/03/05 05:00:00+00,9,9,300 HIAWATHA BLVD W ,DRIVING UNDER INFLUENCE,False,1273
2020/03/05 05:00:00+00,234,234,100 STEVENS AV     ,SIMPLE ASSAULT,True,1274
2020/03/05 05:00:00+00,646,646,100 E  LAFAYETTE AV     ,SIMPLE ASSAULT,True,1275
2020/03/05 05:00:00+00,500,703,100 FOURTH NORTH ST     ,CRIMINAL MISCHIEF,True,1276
2020/03/05 05:00:00+00,729,729,200 LINCOLN AV     ,SIMPLE ASSAULT,True,1277
2020/03/05 05:00:00+00,710,710,300 E  WASHINGTON ST     ,POSSESSION/USE DRUG,False,1278
2020/03/05 05:00:00+00,825,825,100 PHARIS ST     ,SIMPLE ASSAULT,True,1279
2020/03/05 05:00:00+00,2300,940,700 GRANT BLVD   ,CRIMINAL MISCHIEF,True,1280
2020/03/05 05:00:00+00,1105,1045,1000 W  ONONDAGA ST     ,SIMPLE ASSAULT,True,1281
2020/03/05 05:00:00+00,1110,1110,100 GIFFORD ST     ,OFFN AGAINST FAMILY,True,1282
2020/03/05 05:00:00+00,130,300,600 N  SALINA ST     ,CRIMINAL MISCHIEF,False,1283
2020/03/05 05:00:00+00,1422,1422,1300 BUTTERNUT ST     ,OFFN AGAINST FAMILY,True,1284
2020/03/05 05:00:00+00,1325,1325,200 MCKINLEY AV     ,POSSESSION/MARIJUANA,False,1285
2020/03/05 05:00:00+00,251,1441,3600 JAMES ST     ,OFFN AGAINST FAMILY,True,1286
2020/03/05 05:00:00+00,1440,1506,100 GIFFORD ST     ,SIMPLE ASSAULT,True,1287
2020/03/05 05:00:00+00,1526,1526,900 CARBON ST     ,OFFN AGAINST FAMILY,True,1288
2020/02/26 05:00:00+00,700,1000,1700 SOUTH AV     ,SIMPLE ASSAULT,True,1289
2020/03/02 05:00:00+00,1030,1116,300 N  BEECH ST     ,SIMPLE ASSAULT,False,1290
2020/02/29 05:00:00+00,440,440,800 EMERSON AV     ,SIMPLE ASSAULT,True,1291
2020/02/26 05:00:00+00,1618,1618,100 FITCH ST     ,ALL OTHER OFFENSES,False,1292
2020/03/02 05:00:00+00,1122,1122,1000 SUNNYCREST RD     ,SIMPLE ASSAULT,True,1293
2020/03/05 05:00:00+00,2242,2242,300 HELEN ST     ,SIMPLE ASSAULT,True,1294
2020/02/25 05:00:00+00,17,841,500 TYSON PL     ,CRIMINAL MISCHIEF,True,1295
2020/02/29 05:00:00+00,510,510,1000 S  CLINTON ST     ,CRIMINAL MISCHIEF,True,1296
2020/02/26 05:00:00+00,1636,1637,2100 PARK ST     ,OFFN AGAINST FAMILY,True,1297
2020/03/02 05:00:00+00,1100,1100,100 HUDSON ST     ,SIMPLE ASSAULT,True,1298
2020/03/05 05:00:00+00,2240,2240,1400 SPRING ST     ,CRIMINAL MISCHIEF,True,1299
2020/02/25 05:00:00+00,840,844,100 MERRIMAN AV     ,CRIMINAL MISCHIEF,True,1300
2020/03/08 05:00:00+00,530,530,1300 PARK ST     ,SIMPLE ASSAULT,True,1301
2020/02/29 05:00:00+00,859,850,800 SOUTH AV     ,SIMPLE ASSAULT,True,1302
2020/02/26 05:00:00+00,1720,1720,800 S  CROUSE AV     ,DISORDERLY CONDUCT,False,1303
2020/02/25 05:00:00+00,927,927,1200 PARK ST     ,OFFN AGAINST FAMILY,True,1304
2020/03/05 05:00:00+00,2345,2345,500 N  SALINA ST     ,POSSESSION/MARIJUANA,False,1305
2020/03/02 05:00:00+00,1215,1215,600 S  SALINA ST     ,POSSESSION/MARIJUANA,False,1306
2020/03/05 05:00:00+00,1519,1519,1900 E  GENESEE ST     ,POSSESSION/MARIJUANA,False,1307
2020/02/26 05:00:00+00,1800,1800,1 DESTINY USA DR,SIMPLE ASSAULT,False,1308
2020/03/08 05:00:00+00,631,630,1700 ERIE BLVD   ,SIMPLE ASSAULT,True,1309
2020/02/29 05:00:00+00,900,911,100 S  COLLINGWOOD AV     ,SIMPLE ASSAULT,True,1310
2020/03/02 05:00:00+00,1305,1305,300 PUTNAM ST     ,POSSESSION/USE DRUG,False,1311
2020/02/25 05:00:00+00,506,1017,300 PROSPECT AV     ,SIMPLE ASSAULT,True,1312
2020/03/06 05:00:00+00,1,18,0 CENTENNIAL DR     ,SIMPLE ASSAULT,True,1313
2020/02/26 05:00:00+00,1245,1800,300 N  BEECH ST     ,CRIMINAL MISCHIEF,True,1314
2020/03/08 05:00:00+00,430,430,200 SUNSTRUCK DR     ,CRIMINAL MISCHIEF,True,1315
2020/02/29 05:00:00+00,1524,1524,300 S  WARREN ST     ,CRIMINAL MISCHIEF,True,1316
2020/03/02 05:00:00+00,1458,1458,2000 S  SALINA ST     ,FRAUD,False,1317
2020/02/25 05:00:00+00,1039,1039,800 BUTTERNUT ST     ,ALL OTHER OFFENSES,False,1318
2020/03/06 05:00:00+00,38,55,1800 E  FAYETTE ST     ,ALL OTHER OFFENSES,False,1319
2020/02/26 05:00:00+00,2110,2110,100 DELAWARE ST     ,DISORDERLY CONDUCT,True,1320
2020/03/08 05:00:00+00,816,816,1000 N  GEDDES ST     ,DRIVING UNDER INFLUENCE,True,1321
2020/02/29 05:00:00+00,1545,1549,500 N  GEDDES ST     ,SIMPLE ASSAULT,True,1322
2020/03/02 05:00:00+00,1430,1430,700 PARK AV     ,OFFN AGAINST FAMILY,True,1323
2020/02/25 05:00:00+00,1030,1030,800 BUTTERNUT ST     ,ALL OTHER OFFENSES,False,1324
2020/03/06 05:00:00+00,1253,1253,300 CROSSETT ST     ,ALL OTHER OFFENSES,False,1325
2020/02/26 05:00:00+00,2155,2156,3300 BURNET AV     ,SIMPLE ASSAULT,True,1326
2020/03/08 05:00:00+00,834,834,100 FOURTH NORTH ST     ,OFFN AGAINST FAMILY,True,1327
2020/02/29 05:00:00+00,530,1530,200 FIRST NORTH ST     ,CRIMINAL MISCHIEF,True,1328
2020/03/02 05:00:00+00,1547,1547,1500 W  ONONDAGA ST     ,SIMPLE ASSAULT,True,1329
2020/02/26 05:00:00+00,2202,2202,700 W  ONONDAGA ST     ,SIMPLE ASSAULT,True,1330
2020/02/25 05:00:00+00,1120,1155,1100 N  SALINA ST     ,ALL OTHER OFFENSES,False,1331
2020/02/26 05:00:00+00,2359,2359,700 VELASKO RD     ,DRIVING UNDER INFLUENCE,True,1332
2020/03/06 05:00:00+00,117,150,100 N  GEDDES ST     ,POSSESSION/MARIJUANA,False,1333
2020/02/29 05:00:00+00,1625,1625,700 VALLEY DR     ,SIMPLE ASSAULT,True,1334
2020/03/08 05:00:00+00,841,841,3100 ERIE BLVD E ,DISORDERLY CONDUCT,False,1335
2020/03/06 05:00:00+00,248,248,800 BUTTERNUT ST     ,SIMPLE ASSAULT,False,1336
2020/02/26 05:00:00+00,1550,1550,100 AMIDON DR     ,SIMPLE ASSAULT,False,1337
2020/02/25 05:00:00+00,1230,1235,100 HOPE AV     ,SIMPLE ASSAULT,True,1338
2020/03/02 05:00:00+00,1611,1611,1400 LODI ST     ,SIMPLE ASSAULT,False,1339
2020/03/08 05:00:00+00,830,1145,1100 S  TOWNSEND ST     ,SIMPLE ASSAULT,True,1340
2020/02/27 05:00:00+00,23,30,2700 S  SALINA ST     ,POSSESSION/MARIJUANA,False,1341
2020/03/06 05:00:00+00,350,350,2200 S  SALINA ST     ,ALL OTHER OFFENSES,False,1342
2020/02/29 05:00:00+00,1715,1719,200 FITCH ST     ,SIMPLE ASSAULT,True,1343
2020/03/02 05:00:00+00,1628,1628,100 W  BISSELL ST     ,ALL OTHER OFFENSES,False,1344
2020/02/25 05:00:00+00,1242,1242,300 HIAWATHA BLVD E ,DISORDERLY CONDUCT,False,1345
2020/03/08 05:00:00+00,1111,1111,700 BUTTERNUT ST     ,ALL OTHER OFFENSES,False,1346
2020/02/27 05:00:00+00,41,107,200 ROCKLAND AV     ,POSSESSION/MARIJUANA,False,1347
2020/03/06 05:00:00+00,718,718,100 GIFFORD ST     ,SIMPLE ASSAULT,True,1348
2020/02/29 05:00:00+00,1750,1750,300 WEBSTER AVE    ,SIMPLE ASSAULT,True,1349
2020/03/02 05:00:00+00,1746,1746,100 HOLLAND ST     ,SIMPLE ASSAULT,True,1350
2020/02/25 05:00:00+00,1552,1552,1200 SPRING ST     ,SIMPLE ASSAULT,True,1351
2020/03/08 05:00:00+00,2330,1115,500 DANFORTH ST     ,SIMPLE ASSAULT,True,1352
2020/02/27 05:00:00+00,101,120,3100 MIDLAND AV     ,POSSESSION/MARIJUANA,False,1353
2020/03/06 05:00:00+00,1030,1033,300 LEMOYNE AV     ,CRIMINAL MISCHIEF,True,1354
2020/02/29 05:00:00+00,1849,1849,100 JAMESVILLE AVE    ,SIMPLE ASSAULT,True,1355
2020/03/02 05:00:00+00,1833,1928,200 CORTLAND AV     ,POSSESSION/USE DRUG,False,1356
2020/02/25 05:00:00+00,1602,1602,700 W  ONONDAGA ST     ,DISORDERLY CONDUCT,True,1357
2020/03/08 05:00:00+00,1128,1128,200 FIRST NORTH ST     ,FRAUD,False,1358
2020/02/27 05:00:00+00,246,246,300 GRANT BLVD   ,DRIVING UNDER INFLUENCE,False,1359
2020/03/06 05:00:00+00,1606,1630,900 N  STATE ST     ,POSSESSION/MARIJUANA,True,1360
2020/02/29 05:00:00+00,1907,1907,1000 SOUTH AV     ,POSSESSION/MARIJUANA,False,1361
2020/03/02 05:00:00+00,1800,1200,500 E  WILLOW ST     ,CRIMINAL MISCHIEF,False,1362
2020/02/25 05:00:00+00,1541,1541,900 GLENWOOD AV     ,OFFN AGAINST FAMILY,False,1363
2020/03/08 05:00:00+00,1220,1220,1300 BUTTERNUT ST     ,ALL OTHER OFFENSES,False,1364
2020/02/27 05:00:00+00,220,221,400 RICHMOND AV     ,SIMPLE ASSAULT,True,1365
2020/03/06 05:00:00+00,1609,1609,100 WHITE ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,1366
2020/02/29 05:00:00+00,1953,1953,100 JASPER ST     ,SIMPLE ASSAULT,True,1367
2020/03/02 05:00:00+00,2030,2030,1 DESTINY USA DR,SIMPLE ASSAULT,True,1368
2020/02/25 05:00:00+00,1610,1610,700 W  ONONDAGA ST     ,POSSESSION/MARIJUANA,False,1369
2020/03/08 05:00:00+00,1256,1256,100 BURNET AV     ,ALL OTHER OFFENSES,False,1370
2020/02/27 05:00:00+00,309,330,500 DELAWARE ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,1371
2020/03/06 05:00:00+00,1630,1630,500 SEYMOUR ST     ,POSSESSION/MARIJUANA,False,1372
2020/02/29 05:00:00+00,2008,1850,700 DANFORTH ST     ,SIMPLE ASSAULT,True,1373
2020/03/02 05:00:00+00,2103,2103,600 S  GEDDES ST     ,POSSESSION/MARIJUANA,False,1374
2020/02/25 05:00:00+00,1710,1711,200 NIAGARA ST     ,SIMPLE ASSAULT,True,1375
2020/03/08 05:00:00+00,1315,1300,200 HAZELHURST AV     ,OFFN AGAINST FAMILY,True,1376
2020/02/27 05:00:00+00,802,802,500 BRYANT AV     ,SIMPLE ASSAULT,True,1377
2020/03/06 05:00:00+00,1620,1620,100 WOOD AV     ,ALL OTHER OFFENSES,True,1378
2020/02/29 05:00:00+00,2120,2120,100 JAMESVILLE AVE    ,SIMPLE ASSAULT,True,1379
2020/03/02 05:00:00+00,2252,2252,100 COLUMBUS AV     ,POSSESSION/MARIJUANA,False,1380
2020/02/25 05:00:00+00,1735,1735,500 MARCELLUS ST     ,SIMPLE ASSAULT,True,1381
2020/03/08 05:00:00+00,1300,1300,400 MIDLAND AV     ,SIMPLE ASSAULT,True,1382
2020/02/27 05:00:00+00,1144,1144,100 WOOD AV     ,OFFN AGAINST FAMILY,True,1383
2020/03/06 05:00:00+00,2039,2130,200 DELHI ST     ,CRIMINAL MISCHIEF,True,1384
2020/02/29 05:00:00+00,2145,2152,0 KINGSLEY PL     ,OFFN AGAINST FAMILY,True,1385
2020/03/02 05:00:00+00,2328,2328,700 W  ONONDAGA ST     ,POSSESSION/MARIJUANA,False,1386
2020/02/25 05:00:00+00,1730,1814,400 W  ONONDAGA ST     ,CRIMINAL MISCHIEF,True,1387
2020/02/25 05:00:00+00,1832,1832,300 SOUTH AV     ,POSSESSION/MARIJUANA,False,1388
2020/02/25 05:00:00+00,1910,1910,100 MONROE ST     ,POSSESSION/MARIJUANA,False,1389
2020/02/25 05:00:00+00,2016,2016,900 ONONDAGA AV     ,POSSESSION/MARIJUANA,False,1390
2020/02/25 05:00:00+00,2141,2145,1500 FIRST NORTH ST     ,CRIMINAL MISCHIEF,True,1391
2020/02/25 05:00:00+00,2207,2207,200 MERRIMAN AV     ,POSSESSION/MARIJUANA,False,1392
2020/02/25 05:00:00+00,2200,2200,100 MCCORMICK AV     ,CRIMINAL MISCHIEF,True,1393
2020/02/25 05:00:00+00,2320,2320,1000 OAK ST     ,POSSESSION/MARIJUANA,False,1394
2020/02/25 05:00:00+00,2250,910,200 COMSTOCK AV     ,CRIMINAL MISCHIEF,False,1395
2020/02/26 05:00:00+00,0,0,300 WYOMING ST     ,POSSESSION/MARIJUANA,False,1396
2020/02/26 05:00:00+00,45,49,1000 JAMES ST     ,SIMPLE ASSAULT,True,1397
2020/02/26 05:00:00+00,115,200,1200 S  GEDDES ST     ,SIMPLE ASSAULT,True,1398
2020/02/26 05:00:00+00,200,200,300 S  WARREN ST     ,DRIVING UNDER INFLUENCE,True,1399
2020/02/26 05:00:00+00,239,230,200 PRIMROSE AV     ,CRIMINAL MISCHIEF,True,1400
2020/02/26 05:00:00+00,330,330,600 WESTCOTT ST     ,SIMPLE ASSAULT,True,1401
2020/02/26 05:00:00+00,348,348,1000 W  COLVIN ST     ,ALL OTHER OFFENSES,False,1402
2020/02/26 05:00:00+00,945,945,500 S  WEST ST     ,POSSESSION/MARIJUANA,False,1403
2020/02/26 05:00:00+00,1006,1006,100 DICKERSON ST     ,OFFN AGAINST FAMILY,True,1404
2020/02/26 05:00:00+00,750,750,300 E  COLVIN ST     ,KIDNAPPING,True,1405
2020/02/26 05:00:00+00,1110,1113,100 ROCKLAND AV     ,SIMPLE ASSAULT,True,1406
2020/02/26 05:00:00+00,1347,1347,300 GRANT AV     ,POSSESSION/USE DANGEROUS WEAPONS,True,1407
2020/03/09 04:00:00+00,1648,1730,100 MERRIMAN AV     ,POSSESSION/MARIJUANA,False,1408
2020/02/27 05:00:00+00,1250,1250,600 S  CLINTON ST     ,ALL OTHER OFFENSES,False,1409
2020/03/06 05:00:00+00,2236,2237,100 FAGE AV     ,SIMPLE ASSAULT,True,1410
2020/02/29 05:00:00+00,2012,2012,100 W  SENECA TPKE   ,SIMPLE ASSAULT,True,1411
2020/03/09 04:00:00+00,1700,1700,100 DICKERSON ST     ,ALL OTHER OFFENSES,False,1412
2020/02/27 05:00:00+00,1345,1345,1200 MILTON AV     ,OFFN AGAINST FAMILY,True,1413
2020/03/08 05:00:00+00,1330,1330,200 GERTRUDE ST     ,SIMPLE ASSAULT,True,1414
2020/03/06 05:00:00+00,2335,2335,500 TENNYSON AV     ,CRIMINAL MISCHIEF,True,1415
2020/02/29 05:00:00+00,2100,2100,100 BLAINE ST     ,OFFN AGAINST FAMILY,False,1416
2020/03/09 04:00:00+00,1712,1712,700 SOUTH AV     ,ALL OTHER OFFENSES,False,1417
2020/02/27 05:00:00+00,1459,1459,100 DICKERSON ST     ,ALL OTHER OFFENSES,False,1418
2020/03/08 05:00:00+00,1437,1437,100 HIAWATHA BLVD E ,POSSESSION/USE DRUG,False,1419
2020/03/06 05:00:00+00,2352,2352,100 BALLANTYNE RD     ,POSSESSION/MARIJUANA,False,1420
2020/02/29 05:00:00+00,1530,1530,1100 MADISON ST     ,CRIMINAL MISCHIEF,False,1421
2020/03/09 04:00:00+00,1712,1239,600 GIFFORD ST     ,POSSESSION/MARIJUANA,False,1422
2020/02/27 05:00:00+00,1900,700,100 ARLINGTON AVE    ,CRIMINAL MISCHIEF,True,1423
2020/03/08 05:00:00+00,2230,1000,500 ONEIDA ST     ,CRIMINAL MISCHIEF,True,1424
2020/03/06 05:00:00+00,1400,1400,2600 ERIE BLVD E ,STOLEN PROPERTY,False,1425
2020/03/02 05:00:00+00,545,545,400 ELM ST     ,CRIMINAL MISCHIEF,False,1426
2020/02/29 05:00:00+00,1400,1800,1000 HARRISON ST     ,CRIMINAL MISCHIEF,False,1427
2020/03/09 04:00:00+00,1749,1827,200 SABINE ST     ,POSSESSION/MARIJUANA,False,1428
2020/02/27 05:00:00+00,1726,1726,1000 S  CLINTON ST     ,ALL OTHER OFFENSES,False,1429
2020/03/08 05:00:00+00,1808,1808,1700 E  FAYETTE ST     ,POSSESSION/MARIJUANA,False,1430
2020/03/07 05:00:00+00,225,227,100 MARVIN RD     ,SIMPLE ASSAULT,True,1431
2020/03/03 05:00:00+00,2240,2240,1800 W  FAYETTE ST     ,POSSESSION/MARIJUANA,True,1432
2020/02/29 05:00:00+00,1110,1110,100 BELLEVUE AV     ,CRIMINAL MISCHIEF,False,1433
2020/03/09 04:00:00+00,1825,1825,600 W  ONONDAGA ST     ,SIMPLE ASSAULT,True,1434
2020/02/27 05:00:00+00,1902,1902,300 BELLEVUE AV     ,SIMPLE ASSAULT,True,1435
2020/03/08 05:00:00+00,1800,1803,400 BURT ST     ,SIMPLE ASSAULT,True,1436
2020/03/07 05:00:00+00,233,233,1300 W  ONONDAGA ST     ,POSSESSION/MARIJUANA,False,1437
2020/03/03 05:00:00+00,24,24,400 BEATTIE ST     ,POSSESSION/MARIJUANA,False,1438
2020/03/01 05:00:00+00,137,137,100 W  BISSELL ST     ,POSSESSION/MARIJUANA,False,1439
2020/03/09 04:00:00+00,1907,1907,1900 LODI ST     ,ALL OTHER OFFENSES,True,1440
2020/02/27 05:00:00+00,1247,1903,600 POND ST     ,SIMPLE ASSAULT,True,1441
2020/03/08 05:00:00+00,2000,2004,100 LAKEVIEW AV     ,SIMPLE ASSAULT,True,1442
2020/03/07 05:00:00+00,400,404,600 W  ONONDAGA ST     ,SIMPLE ASSAULT,True,1443
2020/03/03 05:00:00+00,15,18,200 FOREST HILL DR     ,SIMPLE ASSAULT,True,1444
2020/03/01 05:00:00+00,250,251,500 WESTMORELAND AV     ,SIMPLE ASSAULT,True,1445
2020/03/01 05:00:00+00,325,325,2000 JAMES ST     ,POSSESSION/USE DRUG,False,1446
2020/03/01 05:00:00+00,1800,815,100 N  MCBRIDE ST     ,CRIMINAL MISCHIEF,True,1447
2020/03/01 05:00:00+00,900,927,2900 S  SALINA ST     ,SIMPLE ASSAULT,True,1448
2020/03/01 05:00:00+00,330,900,800 COUGHLIN AV     ,CRIMINAL MISCHIEF,False,1449
2020/03/01 05:00:00+00,1800,1249,100 HAWLEY AV     ,CRIMINAL MISCHIEF,True,1450
2020/03/01 05:00:00+00,1614,1614,900 S  CLINTON ST     ,ALL OTHER OFFENSES,False,1451
2020/03/01 05:00:00+00,1830,1831,900 W  LAFAYETTE AV     ,SIMPLE ASSAULT,True,1452
2020/03/01 05:00:00+00,1800,1800,800 E  BRIGHTON AV     ,SIMPLE ASSAULT,True,1453
2020/03/01 05:00:00+00,2300,1932,700 S  CROUSE AV     ,CRIMINAL MISCHIEF,False,1454
2020/03/01 05:00:00+00,2006,2006,100 W  CALTHROP AV     ,OFFN AGAINST FAMILY,True,1455
2020/03/01 05:00:00+00,2142,2142,300 POND ST     ,OFFN AGAINST FAMILY,True,1456
2020/03/01 05:00:00+00,2155,2155,100 ROBINSON ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,1457
2020/03/01 05:00:00+00,2235,2235,4300 S  SALINA ST     ,ALL OTHER OFFENSES,True,1458
2020/03/01 05:00:00+00,2215,2215,200 SENECA DR     ,SIMPLE ASSAULT,True,1459
2020/03/01 05:00:00+00,2320,2320,200 LEXINGTON AV     ,POSSESSION/MARIJUANA,False,1460
2020/03/01 05:00:00+00,2355,2355,600 S  GEDDES ST     ,POSSESSION/MARIJUANA,False,1461
2020/03/01 05:00:00+00,2200,1500,100 HAWLEY AV     ,CRIMINAL MISCHIEF,True,1462
2020/03/01 05:00:00+00,800,1600,400 WHITTIER AV     ,FRAUD,False,1463
2020/03/02 05:00:00+00,23,23,100 GRAND AV     ,ALL OTHER OFFENSES,False,1464
2020/03/02 05:00:00+00,1800,130,1300 W  ONONDAGA ST     ,CRIMINAL MISCHIEF,True,1465
2020/03/09 04:00:00+00,1855,1910,500 W  ONONDAGA ST     ,OFFN AGAINST FAMILY,False,1466
2020/02/27 05:00:00+00,1927,1927,200 N  TOWNSEND ST     ,CRIMINAL MISCHIEF,True,1467
2020/03/07 05:00:00+00,446,446,400 GRAVES ST     ,SIMPLE ASSAULT,True,1468
2020/03/03 05:00:00+00,25,25,100 W  NEWELL ST     ,POSSESSION/MARIJUANA,False,1469
2020/03/09 04:00:00+00,1952,1952,200 FURMAN ST     ,POSSESSION/USE DANGEROUS WEAPONS,False,1470
2020/03/08 05:00:00+00,2100,2100,200 SEELEY RD     ,ALL OTHER OFFENSES,False,1471
2020/02/27 05:00:00+00,1912,1912,600 W  ONONDAGA ST     ,POSSESSION/USE DRUG,False,1472
2020/03/07 05:00:00+00,2230,500,700 JAMES ST     ,CRIMINAL MISCHIEF,True,1473
2020/03/03 05:00:00+00,40,40,100 E  LAFAYETTE AV     ,POSSESSION/MARIJUANA,False,1474
2020/03/09 04:00:00+00,1600,1300,1300 W  GENESEE ST     ,CRIMINAL MISCHIEF,False,1475
2020/03/08 05:00:00+00,2245,2251,300 MIDLAND AV     ,SIMPLE ASSAULT,True,1476
2020/02/27 05:00:00+00,2000,2000,200 W  BRIGHTON AV     ,SIMPLE ASSAULT,True,1477
2020/03/07 05:00:00+00,2000,830,100 CLAIRMONTE AV     ,CRIMINAL MISCHIEF,True,1478
2020/03/03 05:00:00+00,132,132,200 HOLLAND ST     ,SIMPLE ASSAULT,True,1479
2020/03/09 04:00:00+00,2055,2055,100 MARK AV     ,POSSESSION/MARIJUANA,False,1480
2020/03/08 05:00:00+00,2251,2251,100 BALLANTYNE RD     ,CRIMINAL MISCHIEF,True,1481
2020/02/27 05:00:00+00,2035,2035,1200 MILTON AV     ,POSSESSION/USE DANGEROUS WEAPONS,True,1482
