DATEEND,TIMESTART,TIMEEND,ADDRESS,CODE_DEFINED,QualityOfLife,FID
2021/03/25 04:00:00+00,2135,2135,700 LEMOYNE AV     ,CRIMINAL MISCHIEF,True,1949
2021/03/25 04:00:00+00,2147,2205,700 NIAGARA ST     ,POSSESSION/MARIJUANA,False,1950
2021/03/25 04:00:00+00,2153,2212,500 S  GEDDES ST     ,POSSESSION/MARIJUANA,False,1951
2021/03/25 04:00:00+00,2228,2228,100 TENNYSON AV     ,POSSESSION/USE DANGEROUS WEAPONS,True,1952
2021/03/25 04:00:00+00,2340,2346,300 TULLY ST     ,SIMPLE ASSAULT,True,1953
2021/03/25 04:00:00+00,2200,2200,1700 W  ONONDAGA ST     ,CRIMINAL MISCHIEF,True,1954
2021/03/25 04:00:00+00,800,1120,300 GREEN ST     ,CRIMINAL MISCHIEF,True,1955
2021/03/26 04:00:00+00,2306,0,100 MAURICE AV     ,POSSESSION/USE DANGEROUS WEAPONS,True,1956
2021/03/26 04:00:00+00,13,13,600 PARK ST     ,SIMPLE ASSAULT,True,1957
2021/03/26 04:00:00+00,200,200,100 SEYMOUR ST     ,OFFN AGAINST FAMILY,True,1958
2021/03/26 04:00:00+00,340,423,100 SMITH LN     ,CRIMINAL MISCHIEF,True,1959
2021/03/26 04:00:00+00,2330,530,400 TEMPLE ST     ,CRIMINAL MISCHIEF,True,1960
2021/03/26 04:00:00+00,1151,1151,300 CLAIRMONT        ,CRIMINAL MISCHIEF,True,1961
2021/03/26 04:00:00+00,1140,1140,100 E  BISSELL ST     ,POSSESSION/USE DRUG,False,1962
2021/03/26 04:00:00+00,1240,1240,1500 SPRING ST     ,SIMPLE ASSAULT,True,1963
2021/03/26 04:00:00+00,1318,1318,3300 MIDLAND        ,POSSESSION/USE DRUG,False,1964
2021/03/26 04:00:00+00,1442,1442,100 HOPE AV     ,CRIMINAL MISCHIEF,True,1965
2021/03/26 04:00:00+00,1559,1559,2000 E  FAYETTE ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,1966
2021/03/26 04:00:00+00,1652,1711,300 DELAWARE ST     ,POSSESSION/MARIJUANA,False,1967
2021/03/26 04:00:00+00,1657,1657,700 JAMES ST     ,ALL OTHER OFFENSES,False,1968
2021/03/26 04:00:00+00,1714,1714,400 W  ONONDAGA ST     ,POSSESSION/MARIJUANA,False,1969
2021/03/26 04:00:00+00,1831,1831,100 KNAUL ST     ,POSSESSION/USE DANGEROUS WEAPONS,False,1970
2021/03/26 04:00:00+00,1839,1839,500 E  TAYLOR ST     ,POSSESSION/MARIJUANA,False,1971
2021/03/26 04:00:00+00,1854,1918,100 LATIMER TER    ,POSSESSION/MARIJUANA,False,1972
2021/03/26 04:00:00+00,1920,1950,1100 SOUTH AV     ,POSSESSION/MARIJUANA,False,1973
2021/03/26 04:00:00+00,2105,2105,0 WALSH CIR    ,FRAUD,True,1974
2021/03/26 04:00:00+00,2230,2230,200 JOHN ST     ,CRIMINAL MISCHIEF,True,1975
2021/03/26 04:00:00+00,2303,2325,200 GRAND AV     ,POSSESSION/MARIJUANA,False,1976
2021/03/26 04:00:00+00,2337,2337,400 MERRIMAN AVE    ,POSSESSION/MARIJUANA,False,1977
2021/03/26 04:00:00+00,2100,2100,500 W  BRIGHTON        ,SIMPLE ASSAULT,True,1978
2021/03/26 04:00:00+00,2330,2330,200 CHERRY ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,1979
2021/03/27 04:00:00+00,2232,2232,700 W  BRIGHTON AV     ,POSSESSION/USE DRUG,False,1980
2021/03/27 04:00:00+00,2300,245,200 N  TOWNSEND ST     ,POSSESSION/MARIJUANA,True,1981
2021/03/27 04:00:00+00,10,10,1200 W  ONONDAGA ST     ,SIMPLE ASSAULT,True,1982
2021/03/27 04:00:00+00,49,49,100 W  TAYLOR ST     ,POSSESSION/MARIJUANA,False,1983
2021/03/27 04:00:00+00,140,146,200 PUTNAM ST     ,SIMPLE ASSAULT,True,1984
2021/03/27 04:00:00+00,243,300,100 N  GEDDES ST     ,POSSESSION/MARIJUANA,False,1985
2021/03/27 04:00:00+00,454,455,1000 W  GENESEE ST     ,POSSESSION/MARIJUANA,True,1986
2021/03/27 04:00:00+00,1340,1340,800 BURNET AV     ,SIMPLE ASSAULT,True,1987
2021/03/27 04:00:00+00,1455,1457,100 WHITTIER AV     ,SIMPLE ASSAULT,True,1988
2021/03/27 04:00:00+00,1525,1530,300 PUTNAM ST     ,CRIMINAL MISCHIEF,True,1989
2021/03/27 04:00:00+00,1638,1638,100 SHIRLEY DR     ,SIMPLE ASSAULT,True,1990
2021/03/27 04:00:00+00,1638,1638,300 RICHMOND AVE    ,POSSESSION/MARIJUANA,False,1991
2021/03/27 04:00:00+00,1712,1752,100 BUTTERNUT ST     ,DISORDERLY CONDUCT,True,1992
2021/03/27 04:00:00+00,1824,1845,100 RICH ST     ,POSSESSION/MARIJUANA,False,1993
2021/03/27 04:00:00+00,1845,1850,500 GIFFORD ST     ,POSSESSION/MARIJUANA,False,1994
2021/03/27 04:00:00+00,1850,1852,1400 BUTTERNUT ST     ,SIMPLE ASSAULT,True,1995
2021/03/27 04:00:00+00,1905,1935,300 OTISCO ST     ,POSSESSION/MARIJUANA,False,1996
2021/03/27 04:00:00+00,1945,1951,1800 MIDLAND AV     ,SIMPLE ASSAULT,True,1997
2021/03/27 04:00:00+00,2210,2218,300 GIFFORD ST     ,SIMPLE ASSAULT,True,1998
2021/03/27 04:00:00+00,2200,2230,200 HERRIMAN ST     ,SIMPLE ASSAULT,True,1999
2021/03/27 04:00:00+00,2250,2251,100 W  MATSON AVE    ,CRIMINAL MISCHIEF,True,2000
2021/04/13 04:00:00+00,2110,2110,100 E  COLVIN ST     ,SIMPLE ASSAULT,True,2001
2021/04/13 04:00:00+00,2120,2123,700 E  GENNESEE ST     ,SIMPLE ASSAULT,True,2002
2021/04/13 04:00:00+00,2130,2130,1000 JAMES ST     ,CRIMINAL MISCHIEF,True,2003
2021/04/13 04:00:00+00,2300,2254,500 POND ST     ,CRIMINAL MISCHIEF,True,2004
2021/04/13 04:00:00+00,2310,2319,800 N  TOWNSEND ST     ,SIMPLE ASSAULT,True,2005
2021/04/13 04:00:00+00,900,1300,700 HARRISON ST     ,FRAUD,False,2006
2021/04/13 04:00:00+00,1200,800,100 JUNEWAY RD     ,FRAUD,False,2007
2021/04/13 04:00:00+00,1600,1600,200 REED AVE    ,FRAUD,False,2008
2021/04/14 04:00:00+00,353,353,100 RONEY LN     ,ALL OTHER OFFENSES,True,2009
2021/04/14 04:00:00+00,37,315,100 ELMWOOD AV     ,CRIMINAL MISCHIEF,True,2010
2021/04/14 04:00:00+00,1107,1107,200 CRATON ST     ,SIMPLE ASSAULT,True,2011
2021/04/14 04:00:00+00,1140,1152,1900 MIDLAND AV     ,CRIMINAL MISCHIEF,True,2012
2021/04/14 04:00:00+00,1203,1203,2000 SOUTH AV     ,SIMPLE ASSAULT,True,2013
2021/04/14 04:00:00+00,1210,1210,1000 W  GENESEE ST     ,CRIMINAL MISCHIEF,True,2014
2021/04/14 04:00:00+00,1245,1251,300 COURT ST     ,CRIMINAL MISCHIEF,True,2015
2021/04/14 04:00:00+00,1508,1508,100 RONEY LN     ,SIMPLE ASSAULT,False,2016
2021/04/14 04:00:00+00,1513,1513,600 W  ONONDAGA ST     ,POSSESSION/USE DRUG,False,2017
2021/04/14 04:00:00+00,1527,1527,300 KELLOGG ST     ,ALL OTHER OFFENSES,False,2018
2021/04/14 04:00:00+00,1730,1745,500 VAN RENSSELAER ST     ,ALL OTHER OFFENSES,True,2019
2021/04/14 04:00:00+00,1659,1659,100 WIMAN AV     ,CRIMINAL MISCHIEF,True,2020
2021/04/14 04:00:00+00,1916,1916,300 BURT ST     ,OFFN AGAINST FAMILY,True,2021
2021/04/14 04:00:00+00,2012,2012,900 LEMOYNE AV     ,SIMPLE ASSAULT,True,2022
2021/04/14 04:00:00+00,1200,800,100 MUNSON DR     ,FRAUD,False,2023
2021/04/14 04:00:00+00,2128,2128,1000 E  FAYETTE ST     ,OFFN AGAINST FAMILY,True,2024
2021/04/14 04:00:00+00,1000,1020,100 HATCH ST     ,ALL OTHER OFFENSES,False,2025
2021/04/15 04:00:00+00,138,140,100 SLOCUM        ,OFFN AGAINST FAMILY,True,2026
2021/04/15 04:00:00+00,155,200,300 HAWLEY AV     ,CRIMINAL MISCHIEF,True,2027
2021/04/15 04:00:00+00,330,330,500 POND ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,2028
2021/04/15 04:00:00+00,645,645,900 N  TOWNSEND ST     ,CRIMINAL MISCHIEF,True,2029
2021/04/15 04:00:00+00,930,932,800 WOLF ST     ,SIMPLE ASSAULT,True,2030
2021/04/15 04:00:00+00,1125,1127,500 S  CROUSE AV     ,SIMPLE ASSAULT,True,2031
2021/04/15 04:00:00+00,0,1130,1200 SPRING ST     ,OFFN AGAINST FAMILY,True,2032
2021/04/15 04:00:00+00,1230,1300,1600 GLENWOOD AV     ,ALL OTHER OFFENSES,False,2033
2021/04/15 04:00:00+00,1237,1237,1900 E  FAYETTE ST     ,CRIMINAL MISCHIEF,True,2034
2021/04/15 04:00:00+00,1424,1424,800 ERIE BLVD E ,SIMPLE ASSAULT,True,2035
2021/04/15 04:00:00+00,1730,1735,100 JASPER ST     ,CRIMINAL MISCHIEF,True,2036
2021/04/15 04:00:00+00,1625,1625,400 S  SALINA ST     ,SIMPLE ASSAULT,True,2037
2021/04/15 04:00:00+00,1820,1820,300 W  SENECA TPKE   ,OFFN AGAINST FAMILY,True,2038
2021/04/15 04:00:00+00,1845,1845,400 W  ONONDAGA ST     ,CRIMINAL MISCHIEF,True,2039
2021/04/15 04:00:00+00,1915,1915,900 LEMOYNE AV     ,SIMPLE ASSAULT,True,2040
2021/04/15 04:00:00+00,2003,2003,600 GIFFORD ST     ,POSSESSION/USE DANGEROUS WEAPONS,False,2041
2021/04/15 04:00:00+00,2030,2030,100 FENWAY DR     ,OFFN AGAINST FAMILY,True,2042
2021/04/15 04:00:00+00,2030,2030,100 POND ST     ,CRIMINAL MISCHIEF,True,2043
2021/04/15 04:00:00+00,36,2352,100 REMINGTON AV     ,CRIMINAL MISCHIEF,True,2044
2021/04/15 04:00:00+00,200,200,800 PARK AVE    ,CRIMINAL MISCHIEF,False,2045
2021/04/16 04:00:00+00,2,2,100 GLENWOOD AV     ,ALL OTHER OFFENSES,True,2046
2021/04/16 04:00:00+00,441,45,2800 S  SALINA ST     ,SIMPLE ASSAULT,True,2047
2021/04/16 04:00:00+00,1310,1048,1000 CANAL ST     ,UNAUTHORIZED USE MV,True,2048
2021/04/16 04:00:00+00,1050,1050,200 THURBER ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,2049
2021/04/16 04:00:00+00,1148,1148,1000 DANFORTH        ,SIMPLE ASSAULT,True,2050
2021/04/20 04:00:00+00,1718,1718,300 PROSPECT AVE    ,SIMPLE ASSAULT,False,2051
2021/04/20 04:00:00+00,2026,2026,0 HARBORSIDE DR     ,DRIVING UNDER INFLUENCE,True,2052
2021/04/20 04:00:00+00,2340,2340,100 HUDSON ST     ,OFFN AGAINST FAMILY,True,2053
2021/04/20 04:00:00+00,1200,1200,200 CONKLIN AV     ,FRAUD,False,2054
2021/04/20 04:00:00+00,0,800,800 CARBON ST     ,CRIMINAL MISCHIEF,True,2055
2021/04/21 04:00:00+00,1830,342,400 KIRKPATRICK ST     ,CRIMINAL MISCHIEF,True,2056
2021/04/21 04:00:00+00,718,718,300 GORDON AV     ,POSSESSION/USE DANGEROUS WEAPONS,True,2057
2021/04/07 04:00:00+00,1800,1015,100 BENEDICT AV     ,CRIMINAL MISCHIEF,True,2058
2021/04/21 04:00:00+00,800,800,1000 CANAL ST     ,UNAUTHORIZED USE MV,True,2059
2021/04/21 04:00:00+00,1831,630,300 GREENWAY AV     ,CRIMINAL MISCHIEF,True,2060
2021/04/21 04:00:00+00,1310,1310,200 MARTIN LUTHER KING DR     ,SIMPLE ASSAULT,True,2061
2021/04/21 04:00:00+00,1326,1604,1600 E  FAYETTE ST     ,OFFN AGAINST FAMILY,True,2062
2021/04/21 04:00:00+00,2036,2036,400 PARK AV     ,CRIMINAL MISCHIEF,True,2063
2021/04/21 04:00:00+00,1200,945,400 WOODBINE AV     ,FRAUD,False,2064
2021/04/21 04:00:00+00,1200,1200,600 BURNET AV     ,FRAUD,False,2065
2021/04/21 04:00:00+00,1200,1700,800 SALT SPRINGS RD     ,FRAUD,False,2066
2021/04/22 04:00:00+00,820,820,300 N  SALINA ST     ,ALL OTHER OFFENSES,False,2067
2021/04/22 04:00:00+00,816,822,1100 N  SALINA ST     ,POSSESSION/USE DRUG,True,2068
2021/04/22 04:00:00+00,2000,1030,0 BRADFORD CT     ,CRIMINAL MISCHIEF,True,2069
2021/04/22 04:00:00+00,1320,1324,3100 E  GENESEE ST     ,SIMPLE ASSAULT,False,2070
2021/04/22 04:00:00+00,1320,1320,1300 E  FAYETTE ST     ,SIMPLE ASSAULT,True,2071
2021/04/22 04:00:00+00,1450,1450,700 ERIE BLVD W ,CRIMINAL MISCHIEF,True,2072
2021/04/22 04:00:00+00,1800,1608,400 TEMPLE ST     ,SIMPLE ASSAULT,True,2073
2021/04/22 04:00:00+00,1720,1724,100 PETERS ST     ,ALL OTHER OFFENSES,True,2074
2021/04/22 04:00:00+00,1720,1747,300 W  OSTRANDER AV     ,POSSESSION/USE DANGEROUS WEAPONS,True,2075
2021/04/22 04:00:00+00,1759,1759,900 JAMES ST     ,SIMPLE ASSAULT,True,2076
2021/04/22 04:00:00+00,1819,1820,300 LANDON AV     ,SIMPLE ASSAULT,True,2077
2021/04/22 04:00:00+00,1857,1857,300 BURDICK AV     ,CRIMINAL MISCHIEF,True,2078
2021/04/22 04:00:00+00,1850,1850,400 KIRKPATRICK ST     ,OFFN AGAINST FAMILY,True,2079
2021/04/22 04:00:00+00,1912,1914,200 CATAWBA ST     ,SIMPLE ASSAULT,True,2080
2021/04/22 04:00:00+00,2017,2017,100 COOLIDGE AV     ,POSSESSION/USE DRUG,False,2081
2021/04/22 04:00:00+00,2215,2215,800 SOUTH AV     ,SIMPLE ASSAULT,True,2082
2021/04/22 04:00:00+00,2247,2247,100 TYLER CT     ,SIMPLE ASSAULT,True,2083
2021/04/22 04:00:00+00,1122,1130,400 N  FRANKLIN ST     ,CRIMINAL MISCHIEF,False,2084
2021/04/22 04:00:00+00,1200,1200,200 LEMOYNE AV     ,FRAUD,False,2085
2021/04/22 04:00:00+00,30,30,100 DABLON CT     ,UNAUTHORIZED USE MV,True,2086
2021/04/22 04:00:00+00,1500,1500,100 WIMAN        ,OFFN AGAINST FAMILY,False,2087
2021/04/22 04:00:00+00,1500,1500,500 S  STATE ST     ,OFFN AGAINST FAMILY,False,2088
2021/04/23 04:00:00+00,136,136,100 W  PLEASANT AV     ,CRIMINAL MISCHIEF,True,2089
2021/04/23 04:00:00+00,135,135,1300 BURNET AV     ,CRIMINAL MISCHIEF,True,2090
2021/04/23 04:00:00+00,843,843,700 E  LAUREL ST     ,OFFN AGAINST FAMILY,True,2091
2021/04/23 04:00:00+00,943,943,100 FERNWOOD AV     ,SIMPLE ASSAULT,True,2092
2021/04/23 04:00:00+00,1133,1133,400 WESTMORELAND AV     ,SIMPLE ASSAULT,True,2093
2021/04/23 04:00:00+00,1130,1130,400 S  SALINA ST     ,SIMPLE ASSAULT,True,2094
2021/04/23 04:00:00+00,1540,1540,100 DICKERSON ST     ,ALL OTHER OFFENSES,False,2095
2021/04/23 04:00:00+00,1515,1515,700 PARK AV     ,CRIMINAL MISCHIEF,True,2096
2021/04/23 04:00:00+00,1806,1806,100 MILDRED AV     ,SIMPLE ASSAULT,False,2097
2021/04/23 04:00:00+00,1044,1839,400 RICH ST     ,OFFN AGAINST FAMILY,True,2098
2021/04/23 04:00:00+00,1857,1857,300 SOUTH AVE    ,ALL OTHER OFFENSES,False,2099
2021/04/23 04:00:00+00,1908,1908,300 RICHMOND AV     ,POSSESSION/USE DRUG,False,2100
2021/04/23 04:00:00+00,1915,1916,800 AVERY AV     ,OFFN AGAINST FAMILY,True,2101
2021/04/16 04:00:00+00,1200,1203,700 E  LAUREL ST     ,CRIMINAL MISCHIEF,True,2102
2021/04/18 04:00:00+00,1433,1443,800 W  BELDEN AV     ,SIMPLE ASSAULT,True,2103
2021/04/11 04:00:00+00,1233,1233,400 CORTLAND AV     ,CRIMINAL MISCHIEF,True,2104
2021/04/09 04:00:00+00,1422,1422,600 S  SALINA ST     ,ALL OTHER OFFENSES,False,2105
2021/04/09 04:00:00+00,1619,1619,200 LAFAYETTE RD     ,SIMPLE ASSAULT,True,2106
2021/04/09 04:00:00+00,1640,1646,200 RICHMOND AV     ,SIMPLE ASSAULT,True,2107
2021/04/09 04:00:00+00,1725,1725,100 KENWICK DR     ,SIMPLE ASSAULT,True,2108
2021/04/09 04:00:00+00,1733,1733,800 VALLEY DR     ,OFFN AGAINST FAMILY,True,2109
2021/04/09 04:00:00+00,1820,1820,1 DESTINY USA DR,CRIMINAL MISCHIEF,True,2110
2021/04/07 04:00:00+00,1933,1037,1000 CANAL ST     ,UNAUTHORIZED USE MV,True,2111
2021/04/18 04:00:00+00,1548,1758,1100 BUTTERNUT ST     ,OFFN AGAINST FAMILY,True,2112
2021/04/09 04:00:00+00,1910,1914,100 FAGE AV     ,SIMPLE ASSAULT,True,2113
2021/04/16 04:00:00+00,1219,1219,500 S  CLINTON ST     ,ALL OTHER OFFENSES,False,2114
2021/04/07 04:00:00+00,1050,1055,100 BLOSSOM RD     ,SIMPLE ASSAULT,True,2115
2021/04/11 04:00:00+00,1250,1257,100 TOWERS LN     ,SIMPLE ASSAULT,True,2116
2021/04/18 04:00:00+00,1728,1728,100 DIDAMA ST     ,CRIMINAL MISCHIEF,True,2117
2021/04/09 04:00:00+00,1916,1916,300 SHONNARD ST     ,ALL OTHER OFFENSES,False,2118
2021/04/16 04:00:00+00,1459,1459,600 W  ONONDAGA ST     ,OFFN AGAINST FAMILY,True,2119
2021/04/07 04:00:00+00,1611,1611,100 BERGER AV     ,SIMPLE ASSAULT,True,2120
2021/04/11 04:00:00+00,1330,1330,1300 W  GENESEE ST     ,SIMPLE ASSAULT,True,2121
2021/04/11 04:00:00+00,1413,1413,400 WESTMORELAND AV     ,SIMPLE ASSAULT,True,2122
2021/04/11 04:00:00+00,1200,1546,200 ARCH ST     ,FRAUD,False,2123
2021/04/11 04:00:00+00,1604,1604,200 KENMORE AV     ,CRIMINAL MISCHIEF,True,2124
2021/04/11 04:00:00+00,1611,1629,300 MAINS        ,OFFN AGAINST FAMILY,True,2125
2021/04/11 04:00:00+00,1713,1757,1 DESTINY USA DR,OFFN AGAINST FAMILY,False,2126
2021/04/11 04:00:00+00,1722,1733,1500 E  GENESEE ST     ,CRIMINAL MISCHIEF,True,2127
2021/04/11 04:00:00+00,1742,1742,600 WESTMORELAND AV     ,OFFN AGAINST FAMILY,True,2128
2021/04/11 04:00:00+00,1600,1600,2400 GRANT BLVD   ,SIMPLE ASSAULT,True,2129
2021/04/11 04:00:00+00,1845,1859,700 BEAR ST     ,SIMPLE ASSAULT,True,2130
2021/04/11 04:00:00+00,2114,2114,300 OAKWOOD AV     ,POSSESSION/USE DANGEROUS WEAPONS,True,2131
2021/04/11 04:00:00+00,2150,2154,300 CHEMUNG ST     ,SIMPLE ASSAULT,True,2132
2021/04/11 04:00:00+00,2311,2311,300 MAPLEWOOD        ,ALL OTHER OFFENSES,True,2133
2021/04/11 04:00:00+00,1651,1651,400 GIFFORD ST     ,SIMPLE ASSAULT,True,2134
2021/04/12 04:00:00+00,524,530,400 RICH ST     ,SIMPLE ASSAULT,True,2135
2021/04/12 04:00:00+00,845,845,300 OSWEGO ST     ,SIMPLE ASSAULT,True,2136
2021/04/12 04:00:00+00,830,830,100 JOSEPHINE ST     ,CRIMINAL MISCHIEF,True,2137
2021/04/12 04:00:00+00,1500,700,500 EMERSON AV     ,CRIMINAL MISCHIEF,True,2138
2021/04/12 04:00:00+00,1147,1147,400 S  SALINA ST     ,ALL OTHER OFFENSES,False,2139
2021/04/12 04:00:00+00,1337,1600,100 ELMWOOD AV     ,OFFN AGAINST FAMILY,True,2140
2021/04/12 04:00:00+00,1505,1505,200 FLETCHER AV     ,SIMPLE ASSAULT,True,2141
2021/04/12 04:00:00+00,2000,800,400 N  MCBRIDE ST     ,CRIMINAL MISCHIEF,False,2142
2021/04/12 04:00:00+00,1811,1811,500 S  STATE ST     ,ALL OTHER OFFENSES,False,2143
2021/04/12 04:00:00+00,1832,1832,300 SHONNARD ST     ,ALL OTHER OFFENSES,False,2144
2021/04/12 04:00:00+00,1921,1921,100 PARKWAY DR     ,POSSESSION/USE DANGEROUS WEAPONS,True,2145
2021/04/12 04:00:00+00,2054,2054,1400 N  SALINA ST     ,SIMPLE ASSAULT,True,2146
2021/04/12 04:00:00+00,2100,2100,0 UNKNOWN        ,SIMPLE ASSAULT,True,2147
2021/04/12 04:00:00+00,2119,2125,900 FIRST NORTH ST     ,CRIMINAL MISCHIEF,True,2148
2021/04/12 04:00:00+00,2217,2217,400 SEYMOUR ST     ,SIMPLE ASSAULT,True,2149
2021/04/12 04:00:00+00,300,1645,100 COLBY AVE    ,FRAUD,False,2150
2021/04/13 04:00:00+00,30,30,200 ULSTER ST     ,CRIMINAL MISCHIEF,True,2151
2021/04/13 04:00:00+00,140,141,300 KELLOGG ST     ,SIMPLE ASSAULT,True,2152
2021/04/13 04:00:00+00,0,315,100 POND LN     ,CRIMINAL MISCHIEF,True,2153
2021/04/13 04:00:00+00,609,609,300 VILLAGE DR     ,CRIMINAL MISCHIEF,True,2154
2021/04/13 04:00:00+00,715,735,400 SEYMOUR ST     ,SIMPLE ASSAULT,True,2155
2021/04/13 04:00:00+00,1350,900,4100 E  GENESEE ST     ,CRIMINAL MISCHIEF,True,2156
2021/04/13 04:00:00+00,914,954,100 HARTSON ST     ,SIMPLE ASSAULT,True,2157
2021/04/13 04:00:00+00,1125,1130,700 E  LAUREL ST     ,SIMPLE ASSAULT,True,2158
2021/04/13 04:00:00+00,500,500,700 JAMES ST     ,OFFN AGAINST FAMILY,True,2159
2021/04/13 04:00:00+00,1224,1224,100 BELLE AV     ,SIMPLE ASSAULT,True,2160
2021/04/13 04:00:00+00,1200,1300,600 W  ONONDAGA ST     ,CRIMINAL MISCHIEF,True,2161
2021/04/13 04:00:00+00,1415,1415,300 E  WASHINGTON ST     ,OFFN AGAINST FAMILY,False,2162
2021/04/13 04:00:00+00,1624,1624,1000 N  TOWNSEND ST     ,SIMPLE ASSAULT,True,2163
2021/04/13 04:00:00+00,1639,1725,1000 FIRST NORTH ST     ,CRIMINAL MISCHIEF,True,2164
2021/04/13 04:00:00+00,1700,1700,400 CRAIG ST     ,CRIMINAL MISCHIEF,True,2165
2021/04/13 04:00:00+00,1807,1815,700 PARK AV     ,CRIMINAL MISCHIEF,True,2166
2021/04/13 04:00:00+00,2022,2022,300 W  OSTRANDER AV     ,ALL OTHER OFFENSES,True,2167
2021/04/13 04:00:00+00,2050,2056,800 WOLF ST     ,ALL OTHER OFFENSES,True,2168
2021/04/16 04:00:00+00,1738,1738,2400 JAMES ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,2169
2021/04/16 04:00:00+00,1824,1824,300 PROSPECT AVE    ,SIMPLE ASSAULT,True,2170
2021/04/18 04:00:00+00,1400,1818,1500 BUTTERNUT ST     ,SIMPLE ASSAULT,False,2171
2021/04/16 04:00:00+00,1950,1953,100 EMPIRE AV     ,SIMPLE ASSAULT,True,2172
2021/04/09 04:00:00+00,2001,2001,300 BUTTERNUT ST     ,DISORDERLY CONDUCT,False,2173
2021/04/07 04:00:00+00,1630,1636,800 KIRKPATRICK ST     ,OFFN AGAINST FAMILY,True,2174
2021/04/18 04:00:00+00,1912,1912,300 HILLVIEW AVE    ,ALL OTHER OFFENSES,True,2175
2021/04/16 04:00:00+00,1700,2000,2900 E  GENESEE ST     ,OFFN AGAINST FAMILY,True,2176
2021/04/09 04:00:00+00,2050,2050,700 N  ALVORD ST     ,SIMPLE ASSAULT,True,2177
2021/04/07 04:00:00+00,1500,1500,600 PARK ST     ,CRIMINAL MISCHIEF,True,2178
2021/04/18 04:00:00+00,2116,2116,100 WOOD AV     ,SIMPLE ASSAULT,True,2179
2021/04/18 04:00:00+00,2150,2203,100 PIERCE ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,2180
2021/04/18 04:00:00+00,130,1000,1100 BUTTERNUT ST     ,CRIMINAL MISCHIEF,False,2181
2021/04/19 04:00:00+00,215,215,400 WESTCOTT ST     ,SIMPLE ASSAULT,True,2182
2021/04/19 04:00:00+00,428,429,900 PARK ST     ,OFFN AGAINST FAMILY,True,2183
2021/04/19 04:00:00+00,550,557,900 FIRST NORTH ST     ,SIMPLE ASSAULT,True,2184
2021/04/19 04:00:00+00,900,900,200 POLK ST     ,SIMPLE ASSAULT,True,2185
2021/04/19 04:00:00+00,1115,1126,200 CATAWBA ST     ,SIMPLE ASSAULT,True,2186
2021/04/19 04:00:00+00,1150,1155,1900 E  FAYETTE ST     ,SIMPLE ASSAULT,True,2187
2021/04/19 04:00:00+00,1145,1207,700 W  NEWELL ST     ,CRIMINAL MISCHIEF,True,2188
2021/04/19 04:00:00+00,1320,1320,600 ROBINSON ST     ,POSSESSION/USE DANGEROUS WEAPONS,False,2189
2021/04/19 04:00:00+00,1520,1520,1400 W  COLVIN ST     ,SIMPLE ASSAULT,True,2190
2021/04/19 04:00:00+00,1532,1532,2500 ERIE BLVD E ,CRIMINAL MISCHIEF,True,2191
2021/04/19 04:00:00+00,1604,1603,300 AUDUBON PKWY   ,SIMPLE ASSAULT,True,2192
2021/04/19 04:00:00+00,1616,1616,900 KIRKPATRICK ST     ,ALL OTHER OFFENSES,True,2193
2021/04/19 04:00:00+00,1707,1707,800 WOLF ST     ,OFFN AGAINST FAMILY,True,2194
2021/04/19 04:00:00+00,1713,1713,100 GIFFORD ST     ,POSSESSION/USE DRUG,False,2195
2021/04/19 04:00:00+00,2009,2009,300 MIDLAND AV     ,SIMPLE ASSAULT,True,2196
2021/04/19 04:00:00+00,2013,2013,400 GRANT BLVD   ,SIMPLE ASSAULT,True,2197
2021/04/19 04:00:00+00,2038,2038,1000 W  GENESEE ST     ,OFFN AGAINST FAMILY,True,2198
2021/04/19 04:00:00+00,2127,2127,100 MENLO DR     ,SIMPLE ASSAULT,True,2199
2021/04/19 04:00:00+00,2302,2302,400 W  COLVIN ST     ,CRIMINAL MISCHIEF,True,2200
2021/04/19 04:00:00+00,2354,2304,100 N  COLLINGWOOD AV     ,SIMPLE ASSAULT,True,2201
2021/04/19 04:00:00+00,2305,2305,100 E  BRIGHTON AV     ,POSSESSION/USE DANGEROUS WEAPONS,True,2202
2021/04/19 04:00:00+00,2316,2316,600 E  DIVISION ST     ,CRIMINAL MISCHIEF,True,2203
2021/04/19 04:00:00+00,1200,900,300 WADSWORTH ST     ,FRAUD,False,2204
2021/04/19 04:00:00+00,1200,1200,100 S  WARREN ST     ,FRAUD,False,2205
2021/04/19 04:00:00+00,500,1200,200 MERRILL ST     ,OFFN AGAINST FAMILY,False,2206
2021/04/20 04:00:00+00,2326,2329,200 GRUMBACH AV     ,CRIMINAL MISCHIEF,True,2207
2021/04/20 04:00:00+00,14,14,3300 S  SALINA ST     ,DRIVING UNDER INFLUENCE,True,2208
2021/04/20 04:00:00+00,242,242,100 ARMSTRONG PL     ,SIMPLE ASSAULT,True,2209
2021/04/20 04:00:00+00,334,335,600 HELEN ST     ,CRIMINAL MISCHIEF,True,2210
2021/04/20 04:00:00+00,755,755,900 PARK ST     ,DISORDERLY CONDUCT,False,2211
