DATEEND,TIMESTART,TIMEEND,ADDRESS,CODE DEFINED,QualityOfLife,ObjectID
3/1/2022 12:00:00 AM,1717,1717,200 BARRETT ST,POSSESSION/USE DANGEROUS WEAPONS,0,167399
3/1/2022 12:00:00 AM,1822,2028,200 FOREST,CRIMINAL MISCHIEF,0,167400
3/1/2022 12:00:00 AM,1900,1905,500 N  SALINA ST,SIMPLE ASSAULT,0,167401
3/1/2022 12:00:00 AM,1943,1947,900 S  MCBRIDE ST,SIMPLE ASSAULT,0,167402
3/1/2022 12:00:00 AM,2011,2011,700 JAMES ST,SIMPLE ASSAULT,0,167403
3/1/2022 12:00:00 AM,2220,2220,1100 S  SALINA ST,SIMPLE ASSAULT,0,167404
3/1/2022 12:00:00 AM,2344,2344,700 S  BEECH ST,POSSESSION/USE DRUG,0,167405
3/1/2022 12:00:00 AM,1200,1200,100 NEUTRAL CT,FRAUD,0,167406
3/1/2022 12:00:00 AM,1500,1500,500 S  STATE ST,OFFN AGAINST FAMILY,0,167407
3/2/2022 12:00:00 AM,0212,0212,600 COURT ST,SIMPLE ASSAULT,0,167408
3/2/2022 12:00:00 AM,0922,0922,1500 GRANT BLVD,SIMPLE ASSAULT,0,167409
3/2/2022 12:00:00 AM,1120,1120,600 ATLANTIC,OFFN AGAINST FAMILY,0,167410
3/2/2022 12:00:00 AM,1403,1403,700 DANFORTH ST,SIMPLE ASSAULT,0,167411
3/2/2022 12:00:00 AM,1406,1406,800 BUTTERNUT ST,CRIMINAL MISCHIEF,1,167412
3/2/2022 12:00:00 AM,1429,1429,700 JAMES ST,OFFN AGAINST FAMILY,0,167413
3/2/2022 12:00:00 AM,1540,1543,100 WOODBINE DR,SIMPLE ASSAULT,0,167414
3/2/2022 12:00:00 AM,1645,1645,500 KIRKPATRICK ST,SIMPLE ASSAULT,0,167415
3/2/2022 12:00:00 AM,1748,1749,1400 W  ONONDAGA ST,OFFN AGAINST FAMILY,0,167416
3/2/2022 12:00:00 AM,1835,1835,100 CORDOVA ST,SIMPLE ASSAULT,0,167417
3/2/2022 12:00:00 AM,2318,2318,400 STOLP,OFFN AGAINST FAMILY,0,167418
3/2/2022 12:00:00 AM,2138,2138,500 TURTLE ST,CRIMINAL MISCHIEF,1,167419
3/2/2022 12:00:00 AM,2125,2125,300 GERTRUDE ST,CRIMINAL MISCHIEF,1,167420
3/2/2022 12:00:00 AM,2220,2232,100 SMITH LN,SIMPLE ASSAULT,0,167421
3/2/2022 12:00:00 AM,2231,2231,300 PROSPECT,ALL OTHER OFFENSES,0,167422
3/2/2022 12:00:00 AM,2355,2349,2400 S  STATE ST,SIMPLE ASSAULT,0,167423
3/3/2022 12:00:00 AM,0922,0922,100 CULBERT ST,SIMPLE ASSAULT,0,167424
3/3/2022 12:00:00 AM,0927,0927,900 EMERSON,SIMPLE ASSAULT,0,167425
3/3/2022 12:00:00 AM,0928,0928,600 SECOND NORTH ST,OFFN AGAINST FAMILY,0,167426
3/3/2022 12:00:00 AM,1135,1159,100 FAGE,SIMPLE ASSAULT,0,167427
3/3/2022 12:00:00 AM,1215,1215,800 W  ONONDAGA ST,POSSESSION/USE DRUG,0,167428
3/3/2022 12:00:00 AM,1200,1300,300 WHITTIER,ALL OTHER OFFENSES,0,167429
3/3/2022 12:00:00 AM,1255,1255,0 W  FAYETTE ST,POSSESSION/USE DRUG,0,167430
3/3/2022 12:00:00 AM,1558,1558,700 JAMES ST,SIMPLE ASSAULT,0,167431
3/3/2022 12:00:00 AM,1605,1606,100 MERRIMAN,OFFN AGAINST FAMILY,0,167432
3/3/2022 12:00:00 AM,2009,2009,900 JAMES ST,SIMPLE ASSAULT,0,167433
3/3/2022 12:00:00 AM,2026,2026,100 RONEY LN,OFFN AGAINST FAMILY,0,167434
3/3/2022 12:00:00 AM,2000,2050,200 WOLF ST,CRIMINAL MISCHIEF,1,167435
3/3/2022 12:00:00 AM,2113,2113,100 HOLLAND ST,SIMPLE ASSAULT,0,167436
3/3/2022 12:00:00 AM,2215,2215,500 SECOND NORTH ST,OFFN AGAINST FAMILY,0,167437
3/3/2022 12:00:00 AM,1830,1830,800 DANFORTH ST,SIMPLE ASSAULT,0,167438
3/4/2022 12:00:00 AM,0017,0017,500 S  STATE ST,ALL OTHER OFFENSES,0,167439
3/4/2022 12:00:00 AM,0714,0714,900 VALLEY DR,OFFN AGAINST FAMILY,0,167440
3/4/2022 12:00:00 AM,0700,0700,100 KENMORE,OFFN AGAINST FAMILY,0,167441
3/4/2022 12:00:00 AM,1500,1200,500 COURT ST,OFFN AGAINST FAMILY,0,167442
3/4/2022 12:00:00 AM,1217,1217,2400 LODI ST,OFFN AGAINST FAMILY,0,167443
3/4/2022 12:00:00 AM,1235,1235,600 W  ONONDAGA ST,OFFN AGAINST FAMILY,0,167444
3/4/2022 12:00:00 AM,1252,1252,300 CAYUGA ST,SIMPLE ASSAULT,1,167445
3/4/2022 12:00:00 AM,1417,1349,4800 S  SALINA ST,SIMPLE ASSAULT,0,167446
3/4/2022 12:00:00 AM,1320,1320,200 BALLANTYNE RD,SIMPLE ASSAULT,0,167447
3/4/2022 12:00:00 AM,1405,1407,300 W  BRIGHTON,SIMPLE ASSAULT,0,167448
3/4/2022 12:00:00 AM,1420,1424,100 ESSEX ST,KIDNAPPING,0,167449
3/4/2022 12:00:00 AM,1520,1527,200 LILAC ST,OFFN AGAINST FAMILY,0,167450
3/4/2022 12:00:00 AM,1609,1609,600 E  DIVISION ST,OFFN AGAINST FAMILY,0,167451
3/4/2022 12:00:00 AM,1636,1637,900 S  MCBRIDE ST,OFFN AGAINST FAMILY,0,167452
3/4/2022 12:00:00 AM,1645,1645,400 MERRIMAN,POSSESSION/USE DRUG,0,167453
3/4/2022 12:00:00 AM,0033,0033,1700 W  GENESEE ST,DRIVING UNDER INFLUENCE,0,167454
3/5/2022 12:00:00 AM,0413,0413,600 W  ONONDAGA ST,SIMPLE ASSAULT,0,167455
3/5/2022 12:00:00 AM,0424,0424,700 W  ONONDAGA ST,SIMPLE ASSAULT,0,167456
3/5/2022 12:00:00 AM,1208,1208,200 W  JEFFERSON ST,OFFN AGAINST FAMILY,0,167457
3/5/2022 12:00:00 AM,1200,1200,100 RONEY LN,CRIMINAL MISCHIEF,1,167458
3/5/2022 12:00:00 AM,1720,1720,1100 WADSWORTH ST,SIMPLE ASSAULT,0,167459
3/5/2022 12:00:00 AM,1745,1747,100 LAFAYETTE RD,OFFN AGAINST FAMILY,0,167460
3/5/2022 12:00:00 AM,1848,1848,1 DESTINY USA DR,POSSESSION/USE DANGEROUS WEAPONS,0,167461
3/5/2022 12:00:00 AM,1900,1900,200 BARRETT ST,POSSESSION/USE DANGEROUS WEAPONS,0,167462
3/5/2022 12:00:00 AM,2220,2220,100 RONEY LN,OFFN AGAINST FAMILY,0,167463
3/5/2022 12:00:00 AM,2226,2226,400 VELASKO RD,ALL OTHER OFFENSES,1,167464
3/5/2022 12:00:00 AM,2241,2241,500 S  STATE ST,ALL OTHER OFFENSES,0,167465
3/5/2022 12:00:00 AM,2309,2309,2400 LODI ST,OFFN AGAINST FAMILY,0,167466
3/5/2022 12:00:00 AM,2353,2353,400 TENNYSON,SIMPLE ASSAULT,0,167467
3/5/2022 12:00:00 AM,0300,0305,200 HOLLAND ST,CRIMINAL MISCHIEF,0,167468
3/6/2022 12:00:00 AM,0130,0211,300 HIAWATHA BLVD,SIMPLE ASSAULT,0,167469
3/6/2022 12:00:00 AM,0240,0240,1200 WESTCOTT ST,SIMPLE ASSAULT,0,167470
3/6/2022 12:00:00 AM,0315,0326,200 CHAFFE,SIMPLE ASSAULT,0,167471
3/6/2022 12:00:00 AM,0508,0508,400 N  SALINA ST,CRIMINAL MISCHIEF,1,167472
3/6/2022 12:00:00 AM,0630,0649,100 KELLOGG ST,SIMPLE ASSAULT,0,167473
3/6/2022 12:00:00 AM,0900,0906,100 HOMECROFT RD,SIMPLE ASSAULT,0,167474
3/6/2022 12:00:00 AM,1022,1022,200 MARTIN LUTHER KING      W,CRIMINAL MISCHIEF,1,167475
3/6/2022 12:00:00 AM,1023,1023,1100 WILLIS,CRIMINAL MISCHIEF,0,167476
3/6/2022 12:00:00 AM,1052,1058,300 MIDLAND,CRIMINAL MISCHIEF,0,167477
3/6/2022 12:00:00 AM,1210,1215,200 CHEMUNG ST,OFFN AGAINST FAMILY,0,167478
3/6/2022 12:00:00 AM,1320,1320,2800 S  SALINA ST,SIMPLE ASSAULT,0,167479
3/6/2022 12:00:00 AM,1351,1351,700 BUTTERNUT ST,CRIMINAL MISCHIEF,1,167480
3/6/2022 12:00:00 AM,1415,1415,100 RONEY LN,OFFN AGAINST FAMILY,0,167481
3/6/2022 12:00:00 AM,1538,1538,200 BARRETT ST,POSSESSION/USE DRUG,0,167482
3/6/2022 12:00:00 AM,1642,1642,100 SMITH LN,SIMPLE ASSAULT,0,167483
3/6/2022 12:00:00 AM,1830,1830,200 CARBON ST,OFFN AGAINST FAMILY,0,167484
3/6/2022 12:00:00 AM,1739,1739,100 MARY ST,DRIVING UNDER INFLUENCE,0,167485
3/6/2022 12:00:00 AM,1030,1700,100 EDTIM RD,CRIMINAL MISCHIEF,1,167486
3/6/2022 12:00:00 AM,1919,1919,100 HOEFLER ST,SIMPLE ASSAULT,0,167487
3/6/2022 12:00:00 AM,2038,2038,100 SMITH LN,SIMPLE ASSAULT,0,167488
3/6/2022 12:00:00 AM,2048,2048,900 CARBON ST,SIMPLE ASSAULT,0,167489
3/6/2022 12:00:00 AM,2126,2126,100 DORWIN,OFFN AGAINST FAMILY,0,167490
3/7/2022 12:00:00 AM,0138,0138,500 S  CROUSE,OFFN AGAINST FAMILY,0,167491
3/7/2022 12:00:00 AM,0215,0216,100 CENTRAL,CRIMINAL MISCHIEF,1,167492
3/7/2022 12:00:00 AM,0221,0221,600 JAMES ST,SIMPLE ASSAULT,0,167493
3/7/2022 12:00:00 AM,0355,0355,700 PARK,CRIMINAL MISCHIEF,0,167494
3/7/2022 12:00:00 AM,1009,1009,200 ROCKLAND,SIMPLE ASSAULT,0,167495
3/7/2022 12:00:00 AM,1314,1314,500 ONONDAGA,POSSESSION/USE DRUG,0,167496
3/7/2022 12:00:00 AM,1400,1403,2900 JAMES ST,SIMPLE ASSAULT,0,167497
3/7/2022 12:00:00 AM,1840,1846,100 RONEY LN,SIMPLE ASSAULT,0,167498
3/7/2022 12:00:00 AM,1945,1947,200 STAFFORD,SIMPLE ASSAULT,0,167499
3/7/2022 12:00:00 AM,2100,2107,400 JAMES ST,POSSESSION/USE DANGEROUS WEAPONS,0,167500
3/7/2022 12:00:00 AM,2108,2108,600 OTISCO ST,CRIMINAL MISCHIEF,0,167501
3/7/2022 12:00:00 AM,2320,2320,100 FOREST HILL DR,SIMPLE ASSAULT,0,167502
3/7/2022 12:00:00 AM,2355,2355,500 BOYDEN ST,POSSESSION/USE DRUG,0,167503
3/7/2022 12:00:00 AM,1157,1157,300 VILLAGE DR,POSSESSION/USE DRUG,0,167504
3/7/2022 12:00:00 AM,1250,1250,3100 E  GENESEE ST,SIMPLE ASSAULT,0,167505
3/7/2022 12:00:00 AM,1030,1030,400 SUNNYCREST RD,SIMPLE ASSAULT,0,167506
3/7/2022 12:00:00 AM,1500,1500,100 DICKERSON ST,OFFN AGAINST FAMILY,0,167507
3/8/2022 12:00:00 AM,1200,1749,100 S  LOWELL,SIMPLE ASSAULT,0,167508
3/8/2022 12:00:00 AM,0106,0106,1400 BELLEVUE,OFFN AGAINST FAMILY,0,167509
3/8/2022 12:00:00 AM,0400,0400,300 BROAD ST,OFFN AGAINST FAMILY,0,167510
3/8/2022 12:00:00 AM,0908,0908,500 SOLAR ST,ALL OTHER OFFENSES,0,167511
3/8/2022 12:00:00 AM,0955,0955,3300 JAMES ST,SIMPLE ASSAULT,0,167512
3/8/2022 12:00:00 AM,1320,1320,2400 LODI ST,OFFN AGAINST FAMILY,0,167513
3/8/2022 12:00:00 AM,1410,1410,1100 DEWITT ST,CRIMINAL MISCHIEF,1,167514
3/8/2022 12:00:00 AM,1426,1426,0 WILL CT,SIMPLE ASSAULT,0,167515
3/8/2022 12:00:00 AM,1428,1428,900 GLENWOOD,OFFN AGAINST FAMILY,1,167516
3/8/2022 12:00:00 AM,1528,1528,200 E  ONONDAGA ST,SIMPLE ASSAULT,0,167517
3/8/2022 12:00:00 AM,1727,1727,600 WESTMORELAND,SIMPLE ASSAULT,0,167518
3/8/2022 12:00:00 AM,1900,1900,700 S  BEECH ST,SIMPLE ASSAULT,0,167519
3/8/2022 12:00:00 AM,1430,1430,500 S  SALINA ST,SIMPLE ASSAULT,0,167520
3/8/2022 12:00:00 AM,1220,1225,500 IVY RIDGE RD,CRIMINAL MISCHIEF,0,167521
3/9/2022 12:00:00 AM,0036,0036,200 MOORE,SIMPLE ASSAULT,0,167522
3/9/2022 12:00:00 AM,0800,0803,500 STOLP,SIMPLE ASSAULT,0,167523
3/9/2022 12:00:00 AM,0841,0841,700 JAMES ST,CRIMINAL MISCHIEF,1,167524
3/9/2022 12:00:00 AM,1015,1020,500 WOLF ST,SIMPLE ASSAULT,0,167525
3/9/2022 12:00:00 AM,1203,1203,1700 E  FAYETTE ST,POSSESSION/USE DRUG,0,167526
3/9/2022 12:00:00 AM,1719,1719,2100 E  FAYETTE ST,CRIMINAL MISCHIEF,0,167527
3/9/2022 12:00:00 AM,1813,1813,700 SPRING ST,OFFN AGAINST FAMILY,1,167528
3/9/2022 12:00:00 AM,1836,1836,200 N  COLLINGWOOD,DRIVING UNDER INFLUENCE,0,167529
3/9/2022 12:00:00 AM,1928,1928,100 GRIFFITHS ST,ALL OTHER OFFENSES,0,167530
3/9/2022 12:00:00 AM,1948,2118,100 GORDON,OFFN AGAINST FAMILY,0,167531
3/9/2022 12:00:00 AM,2001,2001,2900 ERIE BLVD E,OFFN AGAINST FAMILY,0,167532
3/9/2022 12:00:00 AM,2215,2220,900 W  GENESEE ST,CRIMINAL MISCHIEF,1,167533
3/9/2022 12:00:00 AM,1330,1345,500 PLUM ST,CRIMINAL MISCHIEF,0,167534
3/10/2022 12:00:00 AM,1330,2245,200 SUNSET,SIMPLE ASSAULT,0,167535
3/10/2022 12:00:00 AM,0314,0314,300 E  BRIGHTON,POSSESSION/USE DRUG,0,167536
3/10/2022 12:00:00 AM,2000,0800,100 CATAWBA ST,CRIMINAL MISCHIEF,1,167537
3/10/2022 12:00:00 AM,0907,0907,100 RONEY RD,SIMPLE ASSAULT,0,167538
3/10/2022 12:00:00 AM,1035,1035,4400 S  SALINA ST,CRIMINAL MISCHIEF,0,167539
3/10/2022 12:00:00 AM,1220,1231,600 WOLF ST,SIMPLE ASSAULT,0,167540
3/10/2022 12:00:00 AM,1257,1257,900 WILLIS AVE,ALL OTHER OFFENSES,0,167541
3/10/2022 12:00:00 AM,1350,1350,800 COURT ST,OFFN AGAINST FAMILY,0,167542
3/10/2022 12:00:00 AM,1230,1945,700 W  ONONDAGA ST,SIMPLE ASSAULT,0,167543
3/10/2022 12:00:00 AM,1858,1858,100 REMINGTON,SIMPLE ASSAULT,0,167544
3/10/2022 12:00:00 AM,2115,2120,100 COLBY,OFFN AGAINST FAMILY,0,167545
3/10/2022 12:00:00 AM,2216,2216,300 ARTHUR ST,SIMPLE ASSAULT,1,167546
3/10/2022 12:00:00 AM,2244,2244,900 ACKERMAN AVE,ALL OTHER OFFENSES,0,167547
3/10/2022 12:00:00 AM,2311,2311,700 TURTLE ST,SIMPLE ASSAULT,0,167548
3/10/2022 12:00:00 AM,2355,2357,500 BELLEVUE,OFFN AGAINST FAMILY,0,167549
3/10/2022 12:00:00 AM,1800,0615,700 N  SALINA ST,CRIMINAL MISCHIEF,0,167550
3/11/2022 12:00:00 AM,0055,0101,800 EMERSON,SIMPLE ASSAULT,0,167551
3/11/2022 12:00:00 AM,0700,0700,800 JAMES ST,SIMPLE ASSAULT,0,167552
3/11/2022 12:00:00 AM,0950,0952,100 DELL ST,CRIMINAL MISCHIEF,0,167553
3/11/2022 12:00:00 AM,2300,1330,100 BALLARD,CRIMINAL MISCHIEF,1,167554
3/11/2022 12:00:00 AM,1330,1330,300 S  SALINA ST,SIMPLE ASSAULT,0,167555
3/11/2022 12:00:00 AM,1341,1341,200 TURTLE ST,SIMPLE ASSAULT,0,167556
3/11/2022 12:00:00 AM,1513,1513,200 LILAC ST,SIMPLE ASSAULT,0,167557
3/11/2022 12:00:00 AM,1838,1838,500 PEAT ST,POSSESSION/USE DRUG,0,167558
3/11/2022 12:00:00 AM,1835,1835,100 LINCOLN,SIMPLE ASSAULT,0,167559
3/11/2022 12:00:00 AM,1940,1940,200 UNION,ALL OTHER OFFENSES,0,167560
3/11/2022 12:00:00 AM,2004,2004,100 MILBURN DR,CRIMINAL MISCHIEF,1,167561
3/11/2022 12:00:00 AM,2030,2036,1 DESTINY USA DR,SIMPLE ASSAULT,0,167562
3/11/2022 12:00:00 AM,2042,2043,100 DAVIS ST,SIMPLE ASSAULT,0,167563
3/11/2022 12:00:00 AM,2127,2127,300 SOUTH,CRIMINAL MISCHIEF,0,167564
3/11/2022 12:00:00 AM,2200,2213,400 E  DIVISION ST,SIMPLE ASSAULT,0,167565
3/11/2022 12:00:00 AM,2200,2313,500 OAKWOOD,CRIMINAL MISCHIEF,1,167566
3/11/2022 12:00:00 AM,2352,2352,1500 LEMOYNE,SIMPLE ASSAULT,0,167567
3/11/2022 12:00:00 AM,1900,1910,300 OSWEGO ST,OFFN AGAINST FAMILY,0,167568
3/12/2022 12:00:00 AM,0021,0021,1800 E  FAYETTE ST,OFFN AGAINST FAMILY,0,167569
3/12/2022 12:00:00 AM,0154,0154,100 SMITH LN,CRIMINAL MISCHIEF,1,167570
3/12/2022 12:00:00 AM,0808,0808,100 DICKERSON ST,STOLEN PROPERTY,0,167571
3/12/2022 12:00:00 AM,0900,0937,1100 S  GEDDES ST,OFFN AGAINST FAMILY,0,167572
3/12/2022 12:00:00 AM,1115,1115,400 MARCELLUS ST,SIMPLE ASSAULT,0,167573
3/12/2022 12:00:00 AM,1150,1155,500 S  BEECH ST,POSSESSION/USE DANGEROUS WEAPONS,0,167574
3/12/2022 12:00:00 AM,1255,1255,800 DANFORTH ST,OFFN AGAINST FAMILY,0,167575
3/12/2022 12:00:00 AM,1428,1428,500 TULLY ST,SIMPLE ASSAULT,0,167576
3/12/2022 12:00:00 AM,1915,1915,1 DESTINY USA DR,OFFN AGAINST FAMILY,0,167577
3/12/2022 12:00:00 AM,2004,2011,1000 LODI ST,SIMPLE ASSAULT,0,167578
3/12/2022 12:00:00 AM,2110,2110,100 WALTON ST,SIMPLE ASSAULT,0,167579
3/12/2022 12:00:00 AM,2145,2145,100 DIDAMA ST,OFFN AGAINST FAMILY,0,167580
3/12/2022 12:00:00 AM,2301,2302,200 MIDLAND,POSSESSION/USE DANGEROUS WEAPONS,0,167581
3/12/2022 12:00:00 AM,2306,2306,100 BELLEVUE,ALL OTHER OFFENSES,0,167582
3/13/2022 12:00:00 AM,0335,0335,300 CATAWBA ST,SIMPLE ASSAULT,0,167583
3/13/2022 12:00:00 AM,0600,0735,200 W  NEWELL ST,CRIMINAL MISCHIEF,0,167584
3/13/2022 12:00:00 AM,0800,0800,600 W  ONONDAGA ST,OFFN AGAINST FAMILY,0,167585
3/13/2022 12:00:00 AM,0847,0847,300 W  KIRKPATRICK ST,SIMPLE ASSAULT,0,167586
3/13/2022 12:00:00 AM,1130,0809,200 W  NEWELL ST,CRIMINAL MISCHIEF,0,167587
3/13/2022 12:00:00 AM,0933,0933,700 COMSTOCK AVE,SIMPLE ASSAULT,0,167588
3/13/2022 12:00:00 AM,1250,1253,800 HIGHLAND ST,SIMPLE ASSAULT,1,167589
3/13/2022 12:00:00 AM,1534,1534,100 LANDON,SIMPLE ASSAULT,0,167590
3/13/2022 12:00:00 AM,1000,0930,400 W  ONONDAGA ST,CRIMINAL MISCHIEF,0,167591
3/13/2022 12:00:00 AM,1500,1712,0 MACDOUGALL PL,CRIMINAL MISCHIEF,1,167592
3/13/2022 12:00:00 AM,1712,1712,400 CORTLAND,CRIMINAL MISCHIEF,1,167593
3/13/2022 12:00:00 AM,1748,1748,1200 PARK ST,POSSESSION/USE DANGEROUS WEAPONS,0,167594
3/13/2022 12:00:00 AM,1830,1942,500 ASH ST,SIMPLE ASSAULT,0,167595
3/13/2022 12:00:00 AM,0518,2011,1400 BUTTERNUT ST,SIMPLE ASSAULT,0,167596
3/13/2022 12:00:00 AM,2345,2345,500 S  CLINTON ST,CRIMINAL MISCHIEF,1,167597
3/14/2022 12:00:00 AM,2216,2216,100 E  LAFAYETTE,SIMPLE ASSAULT,0,167598
3/14/2022 12:00:00 AM,0150,0150,100 BURNET PARK DR,CRIMINAL MISCHIEF,1,167599
3/14/2022 12:00:00 AM,0231,0231,100 CLIFFSIDE DR,SIMPLE ASSAULT,0,167600
3/14/2022 12:00:00 AM,0948,0948,300 N  MIDLER,SIMPLE ASSAULT,0,167601
3/14/2022 12:00:00 AM,1121,1121,500 S  STATE ST,DRIVING UNDER INFLUENCE,0,167602
3/14/2022 12:00:00 AM,1254,1254,100 CROTON TER,CRIMINAL MISCHIEF,1,167603
3/14/2022 12:00:00 AM,1310,1300,300 WILKINSON ST,SIMPLE ASSAULT,0,167604
3/14/2022 12:00:00 AM,1437,1437,0 N  BEECH ST,ALL OTHER OFFENSES,0,167605
3/14/2022 12:00:00 AM,1436,1441,400 KIRKPATRICK ST,SIMPLE ASSAULT,0,167606
3/14/2022 12:00:00 AM,1814,1814,100 SLOCUM,POSSESSION/USE DANGEROUS WEAPONS,0,167607
3/14/2022 12:00:00 AM,1827,1827,900 E  BRIGHTON,SIMPLE ASSAULT,0,167608
3/14/2022 12:00:00 AM,2300,2304,100 LYDELL ST,SIMPLE ASSAULT,0,167609
3/14/2022 12:00:00 AM,2330,2329,1500 W  ONONDAGA ST,KIDNAPPING,0,167610
3/14/2022 12:00:00 AM,2330,2345,1200 AVERY,SIMPLE ASSAULT,0,167611
3/15/2022 12:00:00 AM,0132,0132,100 OAKDALE DR,OFFN AGAINST FAMILY,0,167612
3/15/2022 12:00:00 AM,0145,0151,100 BALLANTYNE RD,SIMPLE ASSAULT,0,167613
3/15/2022 12:00:00 AM,1900,0850,100 BALLANTYNE RD,SIMPLE ASSAULT,0,167614
3/15/2022 12:00:00 AM,1100,1226,300 APPLE ST,SIMPLE ASSAULT,0,167615
3/15/2022 12:00:00 AM,1406,1406,100 ELDORADO ST,CRIMINAL MISCHIEF,0,167616
3/15/2022 12:00:00 AM,1407,1407,900 POND ST,SIMPLE ASSAULT,1,167617
3/15/2022 12:00:00 AM,1415,1415,400 PEARL ST,SIMPLE ASSAULT,0,167618
3/15/2022 12:00:00 AM,1436,1502,400 BURT ST,SIMPLE ASSAULT,0,167619
3/15/2022 12:00:00 AM,1540,1540,1200 SOUTH,CRIMINAL MISCHIEF,1,167620
3/15/2022 12:00:00 AM,1625,1625,1200 SOUTH AVE,SIMPLE ASSAULT,0,167621
3/15/2022 12:00:00 AM,1819,1826,100 CAMP,SIMPLE ASSAULT,0,167622
3/15/2022 12:00:00 AM,1938,1938,1000 FIRST NORTH ST,SIMPLE ASSAULT,0,167623
3/15/2022 12:00:00 AM,1949,1949,200 W  OSTRANDER,DRIVING UNDER INFLUENCE,0,167624
3/15/2022 12:00:00 AM,2003,2008,100 OAKDALE DR,OFFN AGAINST FAMILY,0,167625
3/15/2022 12:00:00 AM,2135,2140,700 HIXSON,SIMPLE ASSAULT,0,167626
3/15/2022 12:00:00 AM,2232,2232,600 W  ONONDAGA ST,OFFN AGAINST FAMILY,0,167627
3/15/2022 12:00:00 AM,2241,2241,200 S  MIDLER,SIMPLE ASSAULT,0,167628
3/15/2022 12:00:00 AM,2345,2345,100 E  MATSON,SIMPLE ASSAULT,0,167629
3/15/2022 12:00:00 AM,1430,1430,2300 GRANT BLVD,SIMPLE ASSAULT,0,167630
3/16/2022 12:00:00 AM,1340,1340,1000 E  FAYETTE ST,SIMPLE ASSAULT,0,167631
3/16/2022 12:00:00 AM,0315,0100,500 CARBON ST,SIMPLE ASSAULT,0,167632
3/16/2022 12:00:00 AM,0220,0220,400 SEYMOUR ST,OFFN AGAINST FAMILY,0,167633
3/16/2022 12:00:00 AM,0223,0223,700 LEMOYNE,SIMPLE ASSAULT,0,167634
3/16/2022 12:00:00 AM,0235,0237,200 FURMAN ST,SIMPLE ASSAULT,0,167635
3/16/2022 12:00:00 AM,0239,0239,1000 IVY RIDGE RD,SIMPLE ASSAULT,0,167636
3/16/2022 12:00:00 AM,0411,0411,100 ELDORADO ST,OFFN AGAINST FAMILY,0,167637
3/16/2022 12:00:00 AM,0527,0527,1400 BUTTERNUT ST,CRIMINAL MISCHIEF,1,167638
3/16/2022 12:00:00 AM,0600,0605,600 W  ONONDAGA ST,SIMPLE ASSAULT,0,167639
3/16/2022 12:00:00 AM,0740,0746,900 DANFORTH ST,SIMPLE ASSAULT,0,167640
3/16/2022 12:00:00 AM,0930,0939,200 CATAWBA ST,SIMPLE ASSAULT,0,167641
3/16/2022 12:00:00 AM,1500,1500,1000 S  CLINTON ST,OFFN AGAINST FAMILY,0,167642
3/16/2022 12:00:00 AM,1152,1152,200 DOUGLAS ST,ALL OTHER OFFENSES,0,167643
3/16/2022 12:00:00 AM,1225,1225,300 BURT ST,OFFN AGAINST FAMILY,0,167644
3/16/2022 12:00:00 AM,1227,1227,1700 MEADOWBROOK DR,CRIMINAL MISCHIEF,1,167645
3/16/2022 12:00:00 AM,1240,1240,100 LINCOLN,ALL OTHER OFFENSES,0,167646
3/16/2022 12:00:00 AM,1248,1248,700 SOUTH,SIMPLE ASSAULT,0,167647
3/16/2022 12:00:00 AM,1517,1517,1400 N  SALINA ST,CRIMINAL MISCHIEF,1,167648
3/16/2022 12:00:00 AM,1407,1407,0 BRATTLE RD,CRIMINAL MISCHIEF,1,167649
3/16/2022 12:00:00 AM,1555,1600,800 COMSTOCK,OFFN AGAINST FAMILY,0,167650
3/16/2022 12:00:00 AM,1632,1632,1200 E  FAYETTE ST,SIMPLE ASSAULT,0,167651
3/16/2022 12:00:00 AM,2130,1630,600 W  ONONDAGA ST,CRIMINAL MISCHIEF,1,167652
3/16/2022 12:00:00 AM,1921,1921,1200 LODI ST,CRIMINAL MISCHIEF,0,167653
3/16/2022 12:00:00 AM,2135,2135,2000 LODI ST,SIMPLE ASSAULT,0,167654
3/16/2022 12:00:00 AM,2300,2245,700 LODI ST,SIMPLE ASSAULT,0,167655
3/16/2022 12:00:00 AM,2247,2247,1000 S  CLINTON ST,OFFN AGAINST FAMILY,0,167656
3/16/2022 12:00:00 AM,2230,2246,500 RICHMOND,CRIMINAL MISCHIEF,0,167657
3/16/2022 12:00:00 AM,2250,2252,1800 S  SALINA ST,SIMPLE ASSAULT,0,167658
3/16/2022 12:00:00 AM,2348,2348,100 WYOMING ST,CRIMINAL MISCHIEF,1,167659
3/16/2022 12:00:00 AM,1530,0615,500 JAMES ST,OFFN AGAINST FAMILY,0,167660
3/16/2022 12:00:00 AM,0612,0612,700 BUTTERNUT ST,CRIMINAL MISCHIEF,1,167661
3/16/2022 12:00:00 AM,0725,0725,300 GIFFORD ST,CRIMINAL MISCHIEF,0,167662
3/16/2022 12:00:00 AM,0404,1655,100 E  FAYETTE ST,OFFN AGAINST FAMILY,0,167663
3/17/2022 12:00:00 AM,0041,0041,600 BUTTERNUT ST,CRIMINAL MISCHIEF,0,167664
3/17/2022 12:00:00 AM,0001,0001,300 W  FAYETTE ST,CRIMINAL MISCHIEF,0,167665
3/17/2022 12:00:00 AM,0052,0052,600 E  WILLOW ST,CRIMINAL MISCHIEF,1,167666
